Place,Year,Population,Divorces,Divorces p1k
Freienstein-Teufen,2000,2110,2.0,0.9478672985781991
Freienstein-Teufen,2001,2129,2.0,0.9394081728511039
Freienstein-Teufen,2002,2155,4.0,1.8561484918793503
Freienstein-Teufen,2003,2211,5.0,2.261420171867933
Freienstein-Teufen,2004,2224,6.0,2.697841726618705
Freienstein-Teufen,2005,2241,6.0,2.677376171352075
Freienstein-Teufen,2006,2230,7.0,3.139013452914798
Freienstein-Teufen,2007,2227,2.0,0.8980691513246519
Freienstein-Teufen,2008,2252,0.0,0.0
Freienstein-Teufen,2009,2280,0.0,0.0
Freienstein-Teufen,2010,2289,1.0,0.436871996505024
Freienstein-Teufen,2011,2280,6.0,2.631578947368421
Freienstein-Teufen,2012,2317,3.0,1.294777729823047
Freienstein-Teufen,2013,2287,5.0,2.1862702229995628
Freienstein-Teufen,2014,2305,7.0,3.036876355748373
Freienstein-Teufen,2015,2303,2.0,0.8684324793747287
Freienstein-Teufen,2016,2333,5.0,2.1431633090441493
Freienstein-Teufen,2017,2371,6.0,2.5305778152678196
Freienstein-Teufen,2018,2367,4.0,1.6899028305872412
Freienstein-Teufen,2019,2390,4.0,1.6736401673640167
Freienstein-Teufen,2020,2398,5.0,2.085070892410342
Freienstein-Teufen,2021,2396,4.0,1.669449081803005
Glattfelden,1990,3276,9.0,2.7472527472527473
Glattfelden,1991,3285,11.0,3.3485540334855406
Glattfelden,1992,3284,5.0,1.522533495736906
Glattfelden,1993,3254,8.0,2.458512599877074
Glattfelden,1994,3230,6.0,1.8575851393188854
Glattfelden,1995,3295,6.0,1.820940819423369
Glattfelden,1996,3261,13.0,3.9865072063784113
Glattfelden,1997,3330,6.0,1.8018018018018018
Glattfelden,1998,3370,3.0,0.8902077151335311
Glattfelden,1999,3485,8.0,2.2955523672883786
Glattfelden,2000,3561,8.0,2.246559955068801
Glattfelden,2001,3638,6.0,1.6492578339747115
Glattfelden,2002,3654,7.0,1.9157088122605364
Glattfelden,2003,3761,15.0,3.9883009837809094
Glattfelden,2004,3874,12.0,3.097573567372225
Glattfelden,2005,3915,13.0,3.3205619412515963
Glattfelden,2006,3926,16.0,4.0753948038716254
Glattfelden,2007,3938,16.0,4.062976130015236
Glattfelden,2008,4119,12.0,2.9133284777858703
Glattfelden,2009,4183,8.0,1.9125029882859192
Glattfelden,2010,4260,8.0,1.8779342723004695
Glattfelden,2011,4463,8.0,1.7925162446784675
Glattfelden,2012,4546,12.0,2.6396832380114383
Glattfelden,2013,4631,14.0,3.023105160872382
Glattfelden,2014,4824,11.0,2.2802653399668324
Glattfelden,2015,4945,7.0,1.4155712841253794
Glattfelden,2016,5041,10.0,1.9837333862328903
Glattfelden,2017,5189,11.0,2.1198689535555983
Glattfelden,2018,5195,16.0,3.0798845043310874
Glattfelden,2019,5218,6.0,1.1498658489842852
Glattfelden,2020,5273,15.0,2.844680447563057
Glattfelden,2021,5347,9.0,1.683186833738545
Hochfelden,1990,1105,5.0,4.524886877828055
Hochfelden,1991,1130,1.0,0.8849557522123894
Hochfelden,1992,1140,3.0,2.631578947368421
Hochfelden,1993,1176,4.0,3.401360544217687
Hochfelden,1994,1213,0.0,0.0
Hochfelden,1995,1283,2.0,1.558846453624318
Hochfelden,1996,1402,5.0,3.566333808844508
Hochfelden,1997,1459,5.0,3.427004797806717
Hochfelden,1998,1497,3.0,2.004008016032064
Hochfelden,1999,1551,6.0,3.8684719535783367
Hochfelden,2000,1566,2.0,1.277139208173691
Hochfelden,2001,1670,5.0,2.9940119760479043
Hochfelden,2002,1684,6.0,3.5629453681710217
Hochfelden,2003,1695,2.0,1.1799410029498525
Hochfelden,2004,1679,6.0,3.5735556879094696
Hochfelden,2005,1716,6.0,3.4965034965034967
Hochfelden,2006,1777,7.0,3.9392234102419805
Hochfelden,2007,1796,3.0,1.670378619153675
Hochfelden,2008,1869,5.0,2.675227394328518
Hochfelden,2009,1914,3.0,1.567398119122257
Hochfelden,2010,1999,2.0,1.0005002501250624
Hochfelden,2011,2007,7.0,3.487792725460887
Hochfelden,2012,2021,3.0,1.4844136566056407
Hochfelden,2013,2008,1.0,0.49800796812749004
Hochfelden,2014,2018,7.0,3.468780971258672
Hochfelden,2015,1989,5.0,2.5138260432378083
Hochfelden,2016,1957,1.0,0.510986203372509
Hochfelden,2017,1927,5.0,2.5947067981318113
Hochfelden,2018,1927,5.0,2.5947067981318113
Hochfelden,2019,1978,7.0,3.538928210313448
Hochfelden,2020,2019,3.0,1.4858841010401187
Hochfelden,2021,2015,2.0,0.9925558312655087
Höri,1990,1850,5.0,2.7027027027027026
Höri,1991,1901,3.0,1.5781167806417675
Höri,1992,1952,4.0,2.0491803278688527
Höri,1993,1954,3.0,1.5353121801432956
Höri,1994,1938,3.0,1.5479876160990713
Höri,1995,2045,2.0,0.9779951100244498
Höri,1996,2079,3.0,1.443001443001443
Höri,1997,2105,9.0,4.275534441805226
Höri,1998,2163,5.0,2.311604253351826
Höri,1999,2218,3.0,1.352569882777277
Höri,2000,2282,3.0,1.3146362839614374
Höri,2001,2370,4.0,1.6877637130801688
Höri,2002,2467,6.0,2.432103769760843
Höri,2003,2492,10.0,4.012841091492777
Höri,2004,2481,6.0,2.4183796856106405
Höri,2005,2411,8.0,3.3181252592285357
Höri,2006,2423,4.0,1.650846058605035
Höri,2007,2446,15.0,6.132461161079314
Höri,2008,2448,6.0,2.450980392156863
Höri,2009,2409,2.0,0.8302200083022001
Höri,2010,2457,9.0,3.663003663003663
Höri,2011,2450,7.0,2.857142857142857
Höri,2012,2611,6.0,2.297970126388357
Höri,2013,2634,4.0,1.5186028853454823
Höri,2014,2662,5.0,1.8782870022539444
Höri,2015,2639,9.0,3.4103827207275486
Höri,2016,2690,5.0,1.858736059479554
Höri,2017,2721,7.0,2.5725836089672915
Höri,2018,2831,4.0,1.412928293889085
Höri,2019,2877,7.0,2.4330900243309004
Höri,2020,2957,6.0,2.029083530605343
Höri,2021,3028,5.0,1.6512549537648613
Hüntwangen,1990,711,2.0,2.8129395218002813
Hüntwangen,1991,713,2.0,2.805049088359046
Hüntwangen,1992,701,1.0,1.4265335235378032
Hüntwangen,1993,707,3.0,4.243281471004243
Hüntwangen,1994,715,1.0,1.3986013986013985
Hüntwangen,1995,713,1.0,1.402524544179523
Hüntwangen,1996,729,1.0,1.371742112482853
Hüntwangen,1997,756,2.0,2.6455026455026456
Hüntwangen,1998,764,3.0,3.926701570680628
Hüntwangen,1999,767,3.0,3.911342894393742
Hüntwangen,2000,784,1.0,1.2755102040816326
Hüntwangen,2001,794,0.0,0.0
Hüntwangen,2002,838,4.0,4.773269689737471
Hüntwangen,2003,837,0.0,0.0
Hüntwangen,2004,866,2.0,2.3094688221709005
Hüntwangen,2005,904,3.0,3.3185840707964602
Hüntwangen,2006,920,1.0,1.0869565217391304
Hüntwangen,2007,922,1.0,1.0845986984815619
Hüntwangen,2008,976,4.0,4.0983606557377055
Hüntwangen,2009,970,1.0,1.0309278350515465
Hüntwangen,2010,946,5.0,5.2854122621564485
Hüntwangen,2011,958,1.0,1.04384133611691
Hüntwangen,2012,1002,1.0,0.998003992015968
Hüntwangen,2013,1005,0.0,0.0
Hüntwangen,2014,1014,2.0,1.9723865877712032
Hüntwangen,2015,1013,1.0,0.9871668311944718
Hüntwangen,2016,1022,1.0,0.9784735812133072
Hüntwangen,2017,1020,3.0,2.941176470588235
Hüntwangen,2020,1066,1.0,0.9380863039399625
Hüntwangen,2021,1082,4.0,3.6968576709796674
Kloten,1990,15722,50.0,3.1802569647627528
Kloten,1991,15913,51.0,3.2049267894174576
Kloten,1992,15762,61.0,3.8700672503489404
Kloten,1993,15621,39.0,2.4966391396197425
Kloten,1994,15747,51.0,3.2387121356448847
Kloten,1995,15881,49.0,3.085448019646118
Kloten,1996,16089,36.0,2.237553608055193
Kloten,1997,16265,56.0,3.442975714724869
Kloten,1998,16244,59.0,3.6321103176557497
Kloten,1999,16286,54.0,3.3157313029595974
Kloten,2000,16535,40.0,2.419110976716057
Kloten,2001,16678,44.0,2.638206019906464
Kloten,2002,16952,47.0,2.7725342142520057
Kloten,2003,17012,61.0,3.5857042087937923
Kloten,2004,17001,52.0,3.058643609199459
Kloten,2005,16949,78.0,4.602041418372766
Kloten,2006,16976,84.0,4.948162111215834
Kloten,2007,17148,75.0,4.37368789363191
Kloten,2008,17425,71.0,4.074605451936873
Kloten,2009,17809,70.0,3.930596889213319
Kloten,2010,17995,68.0,3.7788274520700194
Kloten,2011,18183,52.0,2.8598141120827147
Kloten,2012,18373,65.0,3.5378000326566155
Kloten,2013,18354,56.0,3.051106025934401
Kloten,2014,18329,56.0,3.0552676087075126
Kloten,2015,18412,52.0,2.824245057571149
Kloten,2016,19021,59.0,3.1018348141527787
Kloten,2017,19362,59.0,3.047205867162483
Kloten,2018,19647,66.0,3.3592914948847152
Kloten,2019,20079,59.0,2.938393346282185
Kloten,2020,20365,51.0,2.5042965872821012
Kloten,2021,20716,54.0,2.6066808264143657
Lufingen,1990,938,1.0,1.0660980810234542
Lufingen,1991,992,3.0,3.0241935483870965
Lufingen,1992,1025,4.0,3.902439024390244
Lufingen,1993,1048,4.0,3.8167938931297707
Lufingen,1994,1067,3.0,2.8116213683223994
Lufingen,1995,1037,2.0,1.9286403085824495
Lufingen,1996,1055,3.0,2.843601895734597
Lufingen,1997,1051,8.0,7.611798287345386
Lufingen,1998,1073,1.0,0.9319664492078285
Lufingen,1999,1117,7.0,6.266786034019696
Lufingen,2000,1159,1.0,0.8628127696289906
Lufingen,2001,1248,1.0,0.8012820512820512
Lufingen,2002,1329,4.0,3.0097817908201656
Lufingen,2003,1342,1.0,0.7451564828614009
Lufingen,2004,1435,1.0,0.6968641114982579
Lufingen,2005,1472,2.0,1.358695652173913
Lufingen,2006,1533,6.0,3.9138943248532287
Lufingen,2007,1552,4.0,2.577319587628866
Lufingen,2008,1608,5.0,3.109452736318408
Lufingen,2009,1699,2.0,1.1771630370806356
Lufingen,2010,1756,4.0,2.277904328018223
Lufingen,2011,1823,4.0,2.1941854086670323
Lufingen,2012,1836,1.0,0.5446623093681918
Lufingen,2013,1872,4.0,2.136752136752137
Lufingen,2014,1914,2.0,1.0449320794148382
Lufingen,2015,2066,5.0,2.420135527589545
Lufingen,2016,2202,3.0,1.3623978201634876
Lufingen,2017,2373,4.0,1.685630004214075
Lufingen,2018,2397,7.0,2.920317062995411
Lufingen,2019,2414,8.0,3.314001657000828
Lufingen,2020,2561,1.0,0.39047247169074584
Lufingen,2021,2614,5.0,1.9127773527161438
Nürensdorf,1990,3981,11.0,2.7631248430042703
Nürensdorf,1991,3971,14.0,3.5255603122639134
Nürensdorf,1992,4000,8.0,2.0
Nürensdorf,1993,4038,8.0,1.981178801386825
Nürensdorf,1994,4078,3.0,0.7356547327121138
Nürensdorf,1995,4160,14.0,3.3653846153846154
Nürensdorf,1996,4242,8.0,1.8859028760018859
Nürensdorf,1997,4285,13.0,3.0338389731621938
Nürensdorf,1998,4358,7.0,1.606241395135383
Nürensdorf,1999,4422,10.0,2.261420171867933
Nürensdorf,2000,4514,10.0,2.215330084182543
Nürensdorf,2001,4590,8.0,1.7429193899782134
Nürensdorf,2002,4668,10.0,2.1422450728363325
Nürensdorf,2003,4749,11.0,2.3162771109707307
Nürensdorf,2004,4757,17.0,3.5736808913180576
Nürensdorf,2005,4749,11.0,2.3162771109707307
Nürensdorf,2006,4720,15.0,3.1779661016949157
Nürensdorf,2007,4819,15.0,3.112678979041295
Nürensdorf,2008,4950,13.0,2.6262626262626263
Nürensdorf,2009,5152,13.0,2.5232919254658386
Nürensdorf,2010,5170,19.0,3.6750483558994196
Nürensdorf,2011,5224,17.0,3.2542113323124044
Nürensdorf,2012,5261,16.0,3.041246911233606
Nürensdorf,2013,5311,9.0,1.694596121257767
Nürensdorf,2014,5383,13.0,2.4150102173509196
Nürensdorf,2015,5464,5.0,0.9150805270863837
Nürensdorf,2016,5581,20.0,3.5835871707579288
Nürensdorf,2017,5591,12.0,2.1463065641209087
Nürensdorf,2018,5612,18.0,3.207412687099074
Nürensdorf,2019,5593,16.0,2.8607187555873415
Nürensdorf,2020,5616,6.0,1.0683760683760686
Nürensdorf,2021,5718,13.0,2.273522210563134
Oberembrach,1990,965,0.0,0.0
Oberembrach,1991,994,3.0,3.0181086519114686
Oberembrach,1992,983,2.0,2.0345879959308237
Oberembrach,1993,956,2.0,2.092050209205021
Oberembrach,1994,971,2.0,2.059732234809475
Oberembrach,1995,966,1.0,1.0351966873706004
Oberembrach,1996,978,1.0,1.0224948875255624
Oberembrach,1997,970,3.0,3.092783505154639
Oberembrach,1998,967,0.0,0.0
Oberembrach,1999,969,4.0,4.127966976264189
Oberembrach,2000,966,4.0,4.140786749482402
Oberembrach,2001,969,1.0,1.0319917440660473
Oberembrach,2002,974,2.0,2.053388090349076
Oberembrach,2003,957,1.0,1.0449320794148382
Oberembrach,2004,951,2.0,2.103049421661409
Oberembrach,2005,961,1.0,1.040582726326743
Oberembrach,2006,955,2.0,2.0942408376963355
Oberembrach,2007,962,2.0,2.079002079002079
Oberembrach,2008,988,3.0,3.0364372469635628
Oberembrach,2009,978,0.0,0.0
Oberembrach,2010,966,5.0,5.175983436853002
Oberembrach,2011,1001,3.0,2.997002997002997
Oberembrach,2012,1025,2.0,1.951219512195122
Oberembrach,2013,1094,3.0,2.742230347349177
Oberembrach,2014,1091,3.0,2.749770852428964
Oberembrach,2015,1066,1.0,0.9380863039399625
Oberembrach,2016,1068,4.0,3.745318352059925
Oberembrach,2020,1097,2.0,1.8231540565177757
Oberembrach,2021,1075,1.0,0.930232558139535
Opfikon,1990,11624,37.0,3.1830695113558156
Opfikon,1991,11960,54.0,4.51505016722408
Opfikon,1992,11679,54.0,4.6236835345491905
Opfikon,1993,11512,40.0,3.4746351633078527
Opfikon,1994,11487,30.0,2.6116479498563594
Opfikon,1995,11339,27.0,2.3811623599964724
Opfikon,1996,11111,32.0,2.880028800288003
Opfikon,1997,11057,49.0,4.431581803382473
Opfikon,1998,11227,43.0,3.8300525518838517
Opfikon,1999,11424,44.0,3.8515406162464987
Opfikon,2000,11752,35.0,2.9782164737916954
Opfikon,2001,11969,28.0,2.3393767232016045
Opfikon,2002,12316,41.0,3.3290029230269567
Opfikon,2003,12668,46.0,3.6311967161351437
Opfikon,2004,12680,49.0,3.864353312302839
Opfikon,2005,12779,59.0,4.616949683073793
Opfikon,2006,12859,57.0,4.4326930554475465
Opfikon,2007,13378,70.0,5.232471221408282
Opfikon,2008,14614,66.0,4.516217325851923
Opfikon,2009,15075,58.0,3.84742951907131
Opfikon,2010,15582,81.0,5.198305737389296
Opfikon,2011,15967,72.0,4.509300432141291
Opfikon,2012,16045,50.0,3.1162355874104084
Opfikon,2013,16338,69.0,4.223283143591627
Opfikon,2014,17085,56.0,3.2777290020485808
Opfikon,2015,18482,49.0,2.65122822205389
Opfikon,2016,19461,52.0,2.6720106880427523
Opfikon,2017,19864,43.0,2.1647200966572697
Opfikon,2018,20252,47.0,2.3207584436105075
Opfikon,2019,20889,42.0,2.010627603044665
Opfikon,2020,20905,38.0,1.8177469504903132
Opfikon,2021,20964,55.0,2.62354512497615
Rafz,1990,2592,5.0,1.9290123456790123
Rafz,1991,2670,2.0,0.7490636704119851
Rafz,1992,2725,3.0,1.1009174311926606
Rafz,1993,2833,4.0,1.4119308153900458
Rafz,1994,2975,2.0,0.6722689075630253
Rafz,1995,3042,6.0,1.9723865877712032
Rafz,1996,3108,7.0,2.2522522522522523
Rafz,1997,3206,11.0,3.4310667498440424
Rafz,1998,3255,6.0,1.8433179723502304
Rafz,1999,3315,9.0,2.7149321266968323
Rafz,2000,3369,6.0,1.7809439002671414
Rafz,2001,3400,5.0,1.4705882352941175
Rafz,2002,3432,4.0,1.1655011655011656
Rafz,2003,3540,9.0,2.542372881355932
Rafz,2004,3610,3.0,0.8310249307479224
Rafz,2005,3652,10.0,2.738225629791895
Rafz,2006,3751,7.0,1.8661690215942415
Rafz,2007,3795,14.0,3.689064558629776
Rafz,2008,3965,8.0,2.01765447667087
Rafz,2009,3983,9.0,2.2596033140848606
Rafz,2010,4025,6.0,1.4906832298136647
Rafz,2011,4054,9.0,2.220029600394672
Rafz,2012,4085,12.0,2.9375764993880047
Rafz,2013,4162,6.0,1.4416146083613646
Rafz,2014,4235,11.0,2.5974025974025974
Rafz,2015,4341,6.0,1.38217000691085
Rafz,2016,4389,10.0,2.27842333105491
Rafz,2017,4462,10.0,2.2411474675033616
Rafz,2018,4568,8.0,1.7513134851138354
Rafz,2019,4650,12.0,2.5806451612903225
Rafz,2020,4624,10.0,2.162629757785467
Rafz,2021,4674,11.0,2.35344458707745
Rorbas,1990,1978,8.0,4.044489383215369
Rorbas,1991,1974,6.0,3.0395136778115504
Rorbas,1992,2012,3.0,1.4910536779324055
Rorbas,1993,2045,4.0,1.9559902200488997
Rorbas,1994,2172,12.0,5.524861878453039
Rorbas,1995,2180,5.0,2.293577981651376
Rorbas,1996,2138,8.0,3.7418147801683816
Rorbas,1997,2172,2.0,0.9208103130755064
Rorbas,1998,2200,6.0,2.7272727272727275
Rorbas,1999,2217,5.0,2.2552999548940007
Rorbas,2000,2185,6.0,2.745995423340961
Rorbas,2001,2241,4.0,1.7849174475680498
Rorbas,2002,2216,7.0,3.15884476534296
Rorbas,2003,2205,9.0,4.081632653061225
Rorbas,2004,2182,7.0,3.2080659945004584
Rorbas,2005,2134,10.0,4.686035613870665
Rorbas,2006,2158,8.0,3.7071362372567194
Rorbas,2007,2196,12.0,5.46448087431694
Rorbas,2008,2239,10.0,4.466279589102277
Rorbas,2009,2252,11.0,4.8845470692717585
Rorbas,2010,2343,9.0,3.8412291933418694
Rorbas,2011,2478,3.0,1.2106537530266344
Rorbas,2012,2503,4.0,1.5980823012385137
Rorbas,2013,2583,9.0,3.484320557491289
Rorbas,2014,2701,6.0,2.2213994816734544
Rorbas,2015,2742,3.0,1.0940919037199124
Rorbas,2016,2794,5.0,1.7895490336435218
Rorbas,2017,2837,6.0,2.1149101163200563
Rorbas,2018,2824,7.0,2.4787535410764874
Rorbas,2019,2883,7.0,2.428026361429067
Rorbas,2020,2883,7.0,2.428026361429067
Rorbas,2021,2902,7.0,2.412129565816678
Wallisellen,1990,10933,25.0,2.28665508094759
Wallisellen,1991,11033,30.0,2.719115381129339
Wallisellen,1992,10983,24.0,2.1851953018301007
Wallisellen,1993,11155,23.0,2.061855670103093
Wallisellen,1994,11148,22.0,1.9734481521349119
Wallisellen,1995,11220,37.0,3.2976827094474155
Wallisellen,1996,11376,18.0,1.5822784810126582
Wallisellen,1997,11346,31.0,2.73224043715847
Wallisellen,1998,11311,30.0,2.6522853859075237
Wallisellen,1999,11408,28.0,2.4544179523141656
Wallisellen,2000,11637,16.0,1.3749248087995187
Wallisellen,2001,11758,18.0,1.5308725973805068
Wallisellen,2002,12036,30.0,2.4925224327018944
Wallisellen,2003,12240,34.0,2.7777777777777777
Wallisellen,2004,12358,32.0,2.5894157630684576
Wallisellen,2005,12367,48.0,3.88129700008086
Wallisellen,2006,12421,45.0,3.622896707189437
Wallisellen,2007,12626,48.0,3.8016790749247584
Wallisellen,2008,12827,48.0,3.7421064941139783
Wallisellen,2009,13333,56.0,4.200105002625066
Wallisellen,2010,13616,53.0,3.892479435957697
Wallisellen,2011,14028,44.0,3.136583974907328
Wallisellen,2012,14149,33.0,2.332320305321931
Wallisellen,2013,14787,34.0,2.2993169676066816
Wallisellen,2014,15315,43.0,2.8077048645119165
Wallisellen,2015,15603,28.0,1.794526693584567
Wallisellen,2016,15849,41.0,2.5869140008833362
Wallisellen,2017,15855,43.0,2.7120782087669504
Wallisellen,2018,16243,39.0,2.401034291694884
Wallisellen,2019,16774,28.0,1.6692500298080362
Wallisellen,2020,17171,27.0,1.5724186127773572
Wallisellen,2021,17239,32.0,1.8562561633505423
Wasterkingen,1990,485,0.0,0.0
Wasterkingen,1991,513,0.0,0.0
Wasterkingen,1992,518,1.0,1.9305019305019306
Wasterkingen,1993,539,1.0,1.8552875695732838
Wasterkingen,1994,537,0.0,0.0
Wasterkingen,1995,529,0.0,0.0
Wasterkingen,1996,525,3.0,5.714285714285714
Wasterkingen,1997,540,2.0,3.7037037037037037
Wasterkingen,1998,548,2.0,3.6496350364963503
Wasterkingen,1999,559,0.0,0.0
Wasterkingen,2000,568,1.0,1.7605633802816902
Wasterkingen,2001,579,0.0,0.0
Wasterkingen,2002,576,4.0,6.944444444444444
Wasterkingen,2003,583,1.0,1.7152658662092624
Wasterkingen,2004,579,0.0,0.0
Wasterkingen,2005,555,1.0,1.8018018018018018
Wasterkingen,2006,555,3.0,5.405405405405405
Wasterkingen,2007,557,1.0,1.7953321364452424
Wasterkingen,2008,555,2.0,3.6036036036036037
Wasterkingen,2009,548,0.0,0.0
Wasterkingen,2010,559,0.0,0.0
Wasterkingen,2011,547,2.0,3.656307129798903
Wasterkingen,2012,547,1.0,1.8281535648994516
Wasterkingen,2013,572,1.0,1.7482517482517483
Wasterkingen,2014,568,0.0,0.0
Wasterkingen,2015,573,5.0,8.726003490401396
Wasterkingen,2017,574,2.0,3.484320557491289
Wasterkingen,2018,554,1.0,1.8050541516245489
Wasterkingen,2019,560,1.0,1.7857142857142856
Wasterkingen,2020,564,2.0,3.5460992907801416
Wasterkingen,2021,585,1.0,1.7094017094017093
Wil,1990,1107,1.0,0.9033423667570009
Wil,1991,1136,4.0,3.5211267605633805
Wil,1992,1209,3.0,2.4813895781637716
Wil,1993,1242,1.0,0.8051529790660226
Wil,1994,1231,3.0,2.437043054427295
Wil,1995,1267,1.0,0.7892659826361483
Wil,1996,1274,2.0,1.5698587127158556
Wil,1997,1295,3.0,2.3166023166023164
Wil,1998,1291,2.0,1.549186676994578
Wil,1999,1314,2.0,1.5220700152207
Wil,2000,1320,3.0,2.2727272727272725
Wil,2001,1309,4.0,3.0557677616501144
Wil,2002,1294,2.0,1.5455950540958268
Wil,2003,1274,2.0,1.5698587127158556
Wil,2004,1281,0.0,0.0
Wil,2005,1263,4.0,3.1670625494853524
Wil,2006,1262,3.0,2.3771790808240887
Wil,2007,1280,3.0,2.34375
Wil,2008,1272,0.0,0.0
Wil,2009,1294,5.0,3.8639876352395675
Wil,2010,1281,1.0,0.78064012490242
Wil,2011,1296,2.0,1.5432098765432098
Wil,2012,1298,2.0,1.5408320493066257
Wil,2013,1312,3.0,2.2865853658536586
Wil,2014,1351,5.0,3.700962250185048
Wil,2015,1375,3.0,2.181818181818182
Wil,2016,1364,1.0,0.7331378299120235
Wil,2017,1407,1.0,0.7107320540156361
Wil,2018,1421,5.0,3.518648838845883
Wil,2019,1472,2.0,1.358695652173913
Wil,2020,1487,1.0,0.6724949562878278
Winkel,1990,2313,6.0,2.594033722438392
Winkel,1991,2408,4.0,1.6611295681063123
Winkel,1992,2401,7.0,2.9154518950437316
Winkel,1993,2433,10.0,4.1101520756267975
Winkel,1994,2524,8.0,3.1695721077654517
Winkel,1995,2697,8.0,2.9662588060808304
Winkel,1996,3000,5.0,1.6666666666666667
Winkel,1997,3074,10.0,3.2530904359141184
Winkel,1998,3148,13.0,4.129606099110546
Winkel,1999,3319,11.0,3.3142512805061766
Winkel,2000,3333,5.0,1.5001500150015001
Winkel,2001,3411,2.0,0.5863383172090296
Winkel,2002,3470,5.0,1.440922190201729
Winkel,2003,3549,7.0,1.9723865877712032
Winkel,2004,3602,5.0,1.38811771238201
Winkel,2005,3688,16.0,4.3383947939262475
Winkel,2006,3691,4.0,1.083717149823896
Winkel,2007,3775,12.0,3.1788079470198674
Winkel,2008,3864,10.0,2.587991718426501
Winkel,2009,3877,11.0,2.837245292752128
Winkel,2010,3927,16.0,4.074357015533486
Winkel,2011,3903,13.0,3.330771201639764
Winkel,2012,4084,8.0,1.9588638589618022
Winkel,2013,4183,10.0,2.390628735357399
Winkel,2014,4163,16.0,3.843382176315157
Winkel,2015,4237,13.0,3.068208638187397
Winkel,2016,4364,7.0,1.6040329972502292
Winkel,2017,4511,7.0,1.5517623586787852
Winkel,2018,4507,5.0,1.1093854004881294
Winkel,2019,4524,14.0,3.094606542882405
Winkel,2020,4649,17.0,3.6567003656700363
Winkel,2021,4862,17.0,3.4965034965034967
Bachs,1990,575,2.0,3.4782608695652177
Bachs,1991,580,0.0,0.0
Bachs,1992,590,1.0,1.694915254237288
Bachs,1993,596,1.0,1.6778523489932886
Bachs,1994,593,7.0,11.804384485666104
Bachs,1995,593,8.0,13.490725126475548
Bachs,1996,584,0.0,0.0
Bachs,1997,577,2.0,3.4662045060658575
Bachs,1998,572,1.0,1.7482517482517483
Bachs,1999,560,1.0,1.7857142857142856
Bachs,2000,570,2.0,3.5087719298245617
Bachs,2001,587,0.0,0.0
Bachs,2002,575,1.0,1.7391304347826089
Bachs,2003,579,2.0,3.454231433506045
Bachs,2004,571,2.0,3.502626970227671
Bachs,2005,561,0.0,0.0
Bachs,2006,553,1.0,1.8083182640144664
Bachs,2007,558,3.0,5.376344086021506
Bachs,2008,565,1.0,1.7699115044247788
Bachs,2009,572,1.0,1.7482517482517483
Bachs,2010,573,1.0,1.7452006980802792
Bachs,2011,567,2.0,3.527336860670194
Bachs,2012,574,1.0,1.7421602787456445
Bachs,2013,607,0.0,0.0
Bachs,2014,598,2.0,3.3444816053511706
Bachs,2015,585,2.0,3.4188034188034186
Bachs,2018,580,2.0,3.4482758620689653
Bachs,2019,596,1.0,1.6778523489932886
Boppelsen,1990,823,0.0,0.0
Boppelsen,1991,826,1.0,1.2106537530266344
Boppelsen,1992,819,1.0,1.221001221001221
Boppelsen,1993,826,2.0,2.4213075060532687
Boppelsen,1994,818,1.0,1.2224938875305624
Boppelsen,1995,823,2.0,2.430133657351154
Boppelsen,1996,846,4.0,4.7281323877068555
Boppelsen,1997,897,2.0,2.229654403567447
Boppelsen,1998,964,2.0,2.074688796680498
Boppelsen,1999,1011,2.0,1.9782393669634024
Boppelsen,2000,1037,0.0,0.0
Boppelsen,2001,1068,2.0,1.8726591760299625
Boppelsen,2002,1099,2.0,1.8198362147406735
Boppelsen,2003,1104,1.0,0.9057971014492754
Boppelsen,2004,1179,4.0,3.392705682782019
Boppelsen,2005,1216,2.0,1.644736842105263
Boppelsen,2006,1223,2.0,1.635322976287817
Boppelsen,2007,1250,3.0,2.4
Boppelsen,2008,1277,1.0,0.7830853563038371
Boppelsen,2009,1293,1.0,0.7733952049497294
Boppelsen,2010,1286,5.0,3.888024883359254
Boppelsen,2011,1286,3.0,2.3328149300155525
Boppelsen,2012,1274,3.0,2.3547880690737832
Boppelsen,2013,1304,0.0,0.0
Boppelsen,2014,1280,2.0,1.5625
Boppelsen,2015,1317,1.0,0.7593014426727411
Boppelsen,2017,1365,2.0,1.465201465201465
Boppelsen,2018,1372,3.0,2.186588921282799
Boppelsen,2020,1465,3.0,2.04778156996587
Boppelsen,2021,1457,5.0,3.431708991077557
Buchs,1990,3503,8.0,2.2837567799029403
Buchs,1991,3618,12.0,3.316749585406302
Buchs,1992,3628,13.0,3.583241455347299
Buchs,1993,3859,9.0,2.33221041720653
Buchs,1994,3934,5.0,1.2709710218607015
Buchs,1995,3973,2.0,0.5033979360684622
Buchs,1996,4010,16.0,3.99002493765586
Buchs,1997,3988,9.0,2.2567703109327986
Buchs,1998,3959,18.0,4.546602677443799
Buchs,1999,4067,11.0,2.704696336365872
Buchs,2000,4179,6.0,1.4357501794687726
Buchs,2001,4200,10.0,2.3809523809523814
Buchs,2002,4247,12.0,2.8255238992229805
Buchs,2003,4393,8.0,1.821078989301161
Buchs,2004,4664,8.0,1.7152658662092624
Buchs,2005,4998,22.0,4.401760704281713
Buchs,2006,4988,19.0,3.809141940657578
Buchs,2007,5097,12.0,2.3543260741612713
