Place,Year,Population,Divorces,Divorces p1k
Aeugst a.A.,1990,1200,4.0,3.3333333333333335
Aeugst a.A.,1991,1237,3.0,2.425222312045271
Aeugst a.A.,1992,1292,2.0,1.5479876160990713
Aeugst a.A.,1993,1316,3.0,2.2796352583586623
Aeugst a.A.,1994,1355,3.0,2.214022140221402
Aeugst a.A.,1995,1382,5.0,3.61794500723589
Aeugst a.A.,1996,1426,6.0,4.207573632538569
Aeugst a.A.,1997,1445,6.0,4.152249134948097
Aeugst a.A.,1998,1450,2.0,1.379310344827586
Aeugst a.A.,1999,1498,11.0,7.343124165554071
Aeugst a.A.,2000,1520,2.0,1.3157894736842104
Aeugst a.A.,2001,1502,0.0,0.0
Aeugst a.A.,2002,1490,5.0,3.3557046979865772
Aeugst a.A.,2003,1542,1.0,0.648508430609598
Aeugst a.A.,2004,1598,5.0,3.1289111389236544
Aeugst a.A.,2005,1606,9.0,5.603985056039851
Aeugst a.A.,2006,1644,3.0,1.8248175182481752
Aeugst a.A.,2007,1701,4.0,2.3515579071134627
Aeugst a.A.,2008,1700,8.0,4.705882352941176
Aeugst a.A.,2009,1737,3.0,1.7271157167530224
Aeugst a.A.,2010,1822,3.0,1.646542261251372
Aeugst a.A.,2011,1911,5.0,2.6164311878597593
Aeugst a.A.,2012,1959,1.0,0.5104645227156713
Aeugst a.A.,2013,1970,1.0,0.5076142131979696
Aeugst a.A.,2014,1952,3.0,1.5368852459016393
Aeugst a.A.,2015,1986,4.0,2.014098690835851
Aeugst a.A.,2016,1969,6.0,3.047232097511427
Aeugst a.A.,2017,1934,4.0,2.0682523267838677
Aeugst a.A.,2018,1979,4.0,2.02122283981809
Aeugst a.A.,2019,1981,4.0,2.0191822311963654
Aeugst a.A.,2020,2011,6.0,2.9835902536051715
Aeugst a.A.,2021,1986,6.0,3.0211480362537766
Affoltern a.A.,1990,9119,27.0,2.960850970501151
Affoltern a.A.,1991,9207,21.0,2.280873248615184
Affoltern a.A.,1992,9314,22.0,2.362035645265192
Affoltern a.A.,1993,9221,25.0,2.711202689513068
Affoltern a.A.,1994,9252,29.0,3.1344574146130566
Affoltern a.A.,1995,9343,28.0,2.9968960719255056
Affoltern a.A.,1996,9412,29.0,3.081172970675733
Affoltern a.A.,1997,9464,23.0,2.430262045646661
Affoltern a.A.,1998,9524,44.0,4.619907601847963
Affoltern a.A.,1999,9732,38.0,3.904644471845458
Affoltern a.A.,2000,9897,15.0,1.515610791148833
Affoltern a.A.,2001,10035,25.0,2.4912805181863478
Affoltern a.A.,2002,10126,31.0,3.06142603199684
Affoltern a.A.,2003,10258,12.0,1.1698186781048938
Affoltern a.A.,2004,10124,29.0,2.8644804425128405
Affoltern a.A.,2005,10133,34.0,3.3553735320240796
Affoltern a.A.,2006,10246,34.0,3.318368143665821
Affoltern a.A.,2007,10374,30.0,2.891844997108155
Affoltern a.A.,2008,10631,30.0,2.821935847991722
Affoltern a.A.,2009,10705,33.0,3.0826716487622603
Affoltern a.A.,2010,11063,25.0,2.2597848684805206
Affoltern a.A.,2011,11140,25.0,2.244165170556553
Affoltern a.A.,2012,11265,36.0,3.1957390146471374
Affoltern a.A.,2013,11342,28.0,2.4687004055722093
Affoltern a.A.,2014,11540,30.0,2.5996533795493937
Affoltern a.A.,2015,11695,24.0,2.05215904232578
Affoltern a.A.,2016,11868,17.0,1.4324233232221097
Affoltern a.A.,2017,12080,33.0,2.7317880794701987
Affoltern a.A.,2018,12201,26.0,2.1309728710761413
Affoltern a.A.,2019,12309,22.0,1.7873100983020553
Affoltern a.A.,2020,12246,20.0,1.6331863465621428
Affoltern a.A.,2021,12358,24.0,1.9420618223013433
Bonstetten,1990,2738,5.0,1.8261504747991235
Bonstetten,1991,2725,7.0,2.568807339449541
Bonstetten,1992,2815,5.0,1.7761989342806395
Bonstetten,1993,3028,8.0,2.642007926023778
Bonstetten,1994,3216,9.0,2.798507462686567
Bonstetten,1995,3420,2.0,0.5847953216374269
Bonstetten,1996,3570,7.0,1.9607843137254901
Bonstetten,1997,3611,11.0,3.0462475768485184
Bonstetten,1998,3718,16.0,4.303388918773534
Bonstetten,1999,3746,15.0,4.00427122263748
Bonstetten,2000,3850,3.0,0.7792207792207793
Bonstetten,2001,3970,10.0,2.5188916876574305
Bonstetten,2002,4087,9.0,2.202104232933692
Bonstetten,2003,4165,15.0,3.601440576230492
Bonstetten,2004,4328,12.0,2.7726432532347505
Bonstetten,2005,4468,11.0,2.4619516562220234
Bonstetten,2006,4599,7.0,1.5220700152207
Bonstetten,2007,4794,7.0,1.4601585314977055
Bonstetten,2008,5005,9.0,1.7982017982017982
Bonstetten,2009,5115,17.0,3.32355816226784
Bonstetten,2010,5164,13.0,2.517428350116189
Bonstetten,2011,5166,9.0,1.7421602787456445
Bonstetten,2012,5191,9.0,1.7337699865151224
Bonstetten,2013,5254,14.0,2.6646364674533687
Bonstetten,2014,5279,12.0,2.273157795036939
Bonstetten,2015,5322,10.0,1.8789928598271326
Bonstetten,2016,5422,10.0,1.8443378827001107
Bonstetten,2017,5491,7.0,1.2748133309051175
Bonstetten,2018,5539,7.0,1.2637660227477885
Bonstetten,2019,5576,10.0,1.793400286944046
Bonstetten,2020,5610,15.0,2.6737967914438503
Bonstetten,2021,5632,8.0,1.4204545454545454
Hausen a.A.,1990,2699,4.0,1.4820303816228233
Hausen a.A.,1991,2727,7.0,2.566923359002567
Hausen a.A.,1992,2786,8.0,2.871500358937545
Hausen a.A.,1993,2828,5.0,1.768033946251768
Hausen a.A.,1994,2922,8.0,2.737850787132101
Hausen a.A.,1995,2984,10.0,3.351206434316354
Hausen a.A.,1996,3033,6.0,1.9782393669634024
Hausen a.A.,1997,3023,11.0,3.6387694343367514
Hausen a.A.,1998,3040,12.0,3.947368421052632
Hausen a.A.,1999,3069,5.0,1.6291951775822744
Hausen a.A.,2000,3036,5.0,1.6469038208168643
Hausen a.A.,2001,3101,7.0,2.257336343115124
Hausen a.A.,2002,3110,6.0,1.9292604501607717
Hausen a.A.,2003,3095,4.0,1.2924071082390953
Hausen a.A.,2004,3138,7.0,2.2307202039515617
Hausen a.A.,2005,3203,11.0,3.4342803621604743
Hausen a.A.,2006,3252,11.0,3.3825338253382538
Hausen a.A.,2007,3235,10.0,3.0911901081916535
Hausen a.A.,2008,3252,8.0,2.4600246002460024
Hausen a.A.,2009,3306,4.0,1.209921355111918
Hausen a.A.,2010,3362,6.0,1.784651992861392
Hausen a.A.,2011,3362,7.0,2.082093991671624
Hausen a.A.,2012,3372,5.0,1.4827995255041517
Hausen a.A.,2013,3416,5.0,1.4637002341920375
Hausen a.A.,2014,3469,9.0,2.5944076102623232
Hausen a.A.,2015,3476,8.0,2.3014959723820483
Hausen a.A.,2016,3556,7.0,1.968503937007874
Hausen a.A.,2017,3646,5.0,1.3713658804168953
Hausen a.A.,2018,3693,8.0,2.166260492824262
Hausen a.A.,2019,3749,6.0,1.6004267804747934
Hausen a.A.,2020,3797,7.0,1.8435607058203844
Hausen a.A.,2021,3850,9.0,2.3376623376623376
Hedingen,1990,2187,5.0,2.286236854138089
Hedingen,1991,2225,2.0,0.8988764044943821
Hedingen,1992,2415,7.0,2.898550724637681
Hedingen,1993,2480,5.0,2.0161290322580645
Hedingen,1994,2653,7.0,2.638522427440633
Hedingen,1995,2706,7.0,2.5868440502586845
Hedingen,1996,2797,8.0,2.8602073650339648
Hedingen,1997,2817,7.0,2.4849130280440184
Hedingen,1998,2916,4.0,1.371742112482853
Hedingen,1999,2982,5.0,1.676727028839705
Hedingen,2000,2986,6.0,2.0093770931011385
Hedingen,2001,3070,3.0,0.9771986970684039
Hedingen,2002,3073,5.0,1.6270745200130166
Hedingen,2003,3059,7.0,2.288329519450801
Hedingen,2004,3107,6.0,1.9311232700354037
Hedingen,2005,3182,8.0,2.51414204902577
Hedingen,2006,3300,10.0,3.0303030303030303
Hedingen,2007,3318,11.0,3.315250150693189
Hedingen,2008,3399,5.0,1.4710208884966167
Hedingen,2009,3404,5.0,1.4688601645123385
Hedingen,2010,3408,6.0,1.7605633802816902
Hedingen,2011,3464,7.0,2.020785219399538
Hedingen,2012,3506,6.0,1.7113519680547633
Hedingen,2013,3585,5.0,1.3947001394700138
Hedingen,2014,3645,11.0,3.017832647462277
Hedingen,2015,3655,13.0,3.556771545827633
Hedingen,2016,3667,5.0,1.3635124079629124
Hedingen,2017,3678,7.0,1.9032082653616096
Hedingen,2018,3729,7.0,1.8771788683293107
Hedingen,2019,3775,8.0,2.119205298013245
Hedingen,2020,3793,7.0,1.8455048774057474
Hedingen,2021,3777,7.0,1.8533227429176595
Kappel a.A.,1990,729,0.0,0.0
Kappel a.A.,1991,771,0.0,0.0
Kappel a.A.,1992,772,2.0,2.5906735751295336
Kappel a.A.,1993,817,0.0,0.0
Kappel a.A.,1994,828,2.0,2.4154589371980677
Kappel a.A.,1995,844,1.0,1.1848341232227488
Kappel a.A.,1996,857,3.0,3.500583430571762
Kappel a.A.,1997,851,0.0,0.0
Kappel a.A.,1998,856,1.0,1.1682242990654206
Kappel a.A.,1999,870,3.0,3.4482758620689653
Kappel a.A.,2000,866,2.0,2.3094688221709005
Kappel a.A.,2001,878,0.0,0.0
Kappel a.A.,2002,875,1.0,1.142857142857143
Kappel a.A.,2003,891,1.0,1.122334455667789
Kappel a.A.,2004,862,1.0,1.160092807424594
Kappel a.A.,2005,846,1.0,1.1820330969267139
Kappel a.A.,2006,856,2.0,2.336448598130841
Kappel a.A.,2007,846,3.0,3.5460992907801416
Kappel a.A.,2008,862,3.0,3.480278422273782
Kappel a.A.,2009,882,1.0,1.1337868480725624
Kappel a.A.,2010,918,3.0,3.2679738562091503
Kappel a.A.,2011,952,0.0,0.0
Kappel a.A.,2012,922,2.0,2.1691973969631237
Kappel a.A.,2013,955,2.0,2.0942408376963355
Kappel a.A.,2014,1014,4.0,3.9447731755424065
Kappel a.A.,2015,1029,3.0,2.9154518950437316
Kappel a.A.,2016,1110,2.0,1.8018018018018018
Kappel a.A.,2017,1124,2.0,1.779359430604982
Kappel a.A.,2018,1158,4.0,3.454231433506045
Kappel a.A.,2020,1244,2.0,1.607717041800643
Kappel a.A.,2021,1287,1.0,0.777000777000777
Knonau,1990,1011,3.0,2.967359050445104
Knonau,1991,1093,1.0,0.9149130832570906
Knonau,1992,1094,2.0,1.8281535648994516
Knonau,1993,1145,2.0,1.7467248908296944
Knonau,1994,1177,3.0,2.548853016142736
Knonau,1995,1223,3.0,2.4529844644317254
Knonau,1996,1228,3.0,2.4429967426710095
Knonau,1997,1241,3.0,2.4174053182917006
Knonau,1998,1325,2.0,1.5094339622641508
Knonau,1999,1322,2.0,1.5128593040847202
Knonau,2000,1439,2.0,1.389854065323141
Knonau,2001,1479,0.0,0.0
Knonau,2002,1497,3.0,2.004008016032064
Knonau,2003,1483,3.0,2.0229265003371544
Knonau,2004,1469,2.0,1.3614703880190604
Knonau,2005,1509,2.0,1.3253810470510272
Knonau,2006,1577,2.0,1.2682308180088777
Knonau,2007,1701,4.0,2.3515579071134627
Knonau,2008,1753,5.0,2.852253280091272
Knonau,2009,1739,3.0,1.7251293847038527
Knonau,2010,1802,3.0,1.664816870144284
Knonau,2011,1894,4.0,2.1119324181626187
Knonau,2012,1979,5.0,2.5265285497726127
Knonau,2013,1999,5.0,2.501250625312656
Knonau,2014,2033,4.0,1.9675356615838662
Knonau,2015,2094,5.0,2.3877745940783193
Knonau,2016,2158,2.0,0.9267840593141798
Knonau,2017,2301,1.0,0.434593654932638
Knonau,2018,2371,1.0,0.42176296921130324
Knonau,2019,2373,2.0,0.8428150021070375
Knonau,2020,2368,9.0,3.800675675675676
Knonau,2021,2446,2.0,0.8176614881439085
Maschwanden,1990,504,1.0,1.984126984126984
Maschwanden,1991,496,0.0,0.0
Maschwanden,1992,502,2.0,3.9840637450199203
Maschwanden,1993,502,2.0,3.9840637450199203
Maschwanden,1994,519,0.0,0.0
Maschwanden,1995,517,0.0,0.0
Maschwanden,1996,510,3.0,5.88235294117647
Maschwanden,1997,507,0.0,0.0
Maschwanden,1998,501,0.0,0.0
Maschwanden,1999,531,0.0,0.0
Maschwanden,2000,574,1.0,1.7421602787456445
Maschwanden,2001,576,1.0,1.736111111111111
Maschwanden,2002,574,0.0,0.0
Maschwanden,2003,573,0.0,0.0
Maschwanden,2004,578,0.0,0.0
Maschwanden,2005,577,3.0,5.199306759098787
Maschwanden,2006,566,1.0,1.7667844522968197
Maschwanden,2007,569,3.0,5.272407732864675
Maschwanden,2008,571,4.0,7.005253940455342
Maschwanden,2009,588,0.0,0.0
Maschwanden,2010,612,2.0,3.2679738562091503
Maschwanden,2011,641,2.0,3.1201248049921997
Maschwanden,2012,641,0.0,0.0
Maschwanden,2013,664,1.0,1.5060240963855422
Maschwanden,2014,664,1.0,1.5060240963855422
Maschwanden,2015,638,3.0,4.702194357366771
Maschwanden,2016,620,2.0,3.225806451612903
Maschwanden,2017,636,3.0,4.716981132075471
Maschwanden,2018,648,1.0,1.5432098765432098
Maschwanden,2020,636,1.0,1.5723270440251573
Mettmenstetten,1990,2874,5.0,1.7397355601948503
Mettmenstetten,1991,2911,2.0,0.687049124012367
Mettmenstetten,1992,2983,5.0,1.6761649346295675
Mettmenstetten,1993,3010,5.0,1.6611295681063123
Mettmenstetten,1994,3111,14.0,4.500160720025715
Mettmenstetten,1995,3254,5.0,1.5365703749231714
Mettmenstetten,1996,3395,4.0,1.1782032400589102
Mettmenstetten,1997,3457,7.0,2.0248770610355797
Mettmenstetten,1998,3522,9.0,2.555366269165247
Mettmenstetten,1999,3592,13.0,3.6191536748329622
Mettmenstetten,2000,3661,4.0,1.0925976509150503
Mettmenstetten,2001,3693,5.0,1.3539128080151637
Mettmenstetten,2002,3758,8.0,2.12879191059074
Mettmenstetten,2003,3773,5.0,1.3252054068380599
Mettmenstetten,2004,3916,9.0,2.29826353421859
Mettmenstetten,2005,3978,11.0,2.7652086475615887
Mettmenstetten,2006,3982,9.0,2.260170768458061
Mettmenstetten,2007,4065,5.0,1.2300123001230012
Mettmenstetten,2008,4100,7.0,1.7073170731707317
Mettmenstetten,2009,4134,10.0,2.4189646831156266
Mettmenstetten,2010,4245,12.0,2.8268551236749113
Mettmenstetten,2011,4376,7.0,1.59963436928702
Mettmenstetten,2012,4414,9.0,2.0389669234254644
Mettmenstetten,2013,4420,4.0,0.9049773755656109
Mettmenstetten,2014,4463,8.0,1.7925162446784675
Mettmenstetten,2015,4659,10.0,2.14638334406525
Mettmenstetten,2016,4844,13.0,2.68373245251858
Mettmenstetten,2017,4865,11.0,2.2610483042137717
Mettmenstetten,2018,5094,7.0,1.3741656851197488
Mettmenstetten,2019,5199,12.0,2.308136180034622
Mettmenstetten,2020,5378,4.0,0.7437709185570844
Mettmenstetten,2021,5566,9.0,1.6169601149838304
Obfelden,1990,3862,5.0,1.294665976178146
Obfelden,1991,3928,10.0,2.5458248472505094
Obfelden,1992,3975,8.0,2.0125786163522013
Obfelden,1993,3993,8.0,2.0035061357375405
Obfelden,1994,4052,13.0,3.2082922013820334
Obfelden,1995,4043,6.0,1.4840465001236705
Obfelden,1996,4100,15.0,3.658536585365854
Obfelden,1997,4156,12.0,2.8873917228103942
Obfelden,1998,4178,7.0,1.675442795595979
Obfelden,1999,4198,5.0,1.191043353978085
Obfelden,2000,4172,6.0,1.4381591562799616
Obfelden,2001,4216,13.0,3.0834914611005693
Obfelden,2002,4230,7.0,1.6548463356973995
Obfelden,2003,4212,2.0,0.47483380816714155
Obfelden,2004,4332,12.0,2.770083102493075
Obfelden,2005,4355,9.0,2.0665901262916186
Obfelden,2006,4386,9.0,2.0519835841313268
Obfelden,2007,4465,10.0,2.2396416573348263
Obfelden,2008,4524,5.0,1.1052166224580018
Obfelden,2009,4640,4.0,0.8620689655172413
Obfelden,2010,4682,16.0,3.4173430158052116
Obfelden,2011,4756,12.0,2.523128679562658
Obfelden,2012,4828,7.0,1.4498757249378627
Obfelden,2013,4861,9.0,1.8514708907632176
Obfelden,2014,4925,10.0,2.0304568527918785
Obfelden,2015,5007,4.0,0.798881565807869
Obfelden,2016,5119,9.0,1.758155889822231
Obfelden,2017,5340,11.0,2.059925093632959
Obfelden,2018,5580,13.0,2.3297491039426523
Obfelden,2019,5725,11.0,1.9213973799126638
Obfelden,2020,5778,14.0,2.4229837313949463
Obfelden,2021,5755,12.0,2.0851433536055604
Ottenbach,1990,2050,7.0,3.4146341463414633
Ottenbach,1991,2149,5.0,2.3266635644485807
Ottenbach,1992,2237,5.0,2.235136343316942
Ottenbach,1993,2185,3.0,1.3729977116704806
Ottenbach,1994,2223,4.0,1.799370220422852
Ottenbach,1995,2218,7.0,3.1559963931469794
Ottenbach,1996,2176,8.0,3.676470588235294
Ottenbach,1997,2161,3.0,1.3882461823229986
Ottenbach,1998,2197,4.0,1.8206645425580337
Ottenbach,1999,2214,8.0,3.6133694670280034
Ottenbach,2000,2189,5.0,2.2841480127912286
Ottenbach,2001,2225,4.0,1.7977528089887642
Ottenbach,2002,2226,5.0,2.2461814914645104
Ottenbach,2003,2225,3.0,1.348314606741573
Ottenbach,2004,2230,6.0,2.690582959641256
Ottenbach,2005,2227,11.0,4.9393803322855865
Ottenbach,2006,2259,6.0,2.6560424966799467
Ottenbach,2007,2296,6.0,2.613240418118467
Ottenbach,2008,2320,4.0,1.7241379310344827
Ottenbach,2009,2384,8.0,3.3557046979865772
Ottenbach,2010,2412,5.0,2.0729684908789388
Ottenbach,2011,2459,2.0,0.813338755591704
Ottenbach,2012,2479,4.0,1.6135538523598225
Ottenbach,2013,2475,4.0,1.6161616161616161
Ottenbach,2014,2542,5.0,1.966955153422502
Ottenbach,2015,2566,5.0,1.9485580670303975
Ottenbach,2016,2578,6.0,2.3273855702094646
Ottenbach,2017,2556,1.0,0.39123630672926446
Ottenbach,2018,2553,6.0,2.3501762632197414
Ottenbach,2019,2593,8.0,3.0852294639413804
Ottenbach,2020,2706,3.0,1.1086474501108647
Ottenbach,2021,2743,4.0,1.4582573824279985
Rifferswil,1990,665,0.0,0.0
Rifferswil,1991,679,0.0,0.0
Rifferswil,1992,678,1.0,1.4749262536873156
Rifferswil,1993,700,2.0,2.857142857142857
Rifferswil,1994,689,2.0,2.9027576197387517
Rifferswil,1995,697,1.0,1.4347202295552368
Rifferswil,1996,703,0.0,0.0
Rifferswil,1997,708,0.0,0.0
Rifferswil,1998,704,2.0,2.840909090909091
Rifferswil,1999,708,1.0,1.4124293785310735
Rifferswil,2000,721,0.0,0.0
Rifferswil,2001,763,0.0,0.0
Rifferswil,2002,791,0.0,0.0
Rifferswil,2003,786,3.0,3.8167938931297707
Rifferswil,2004,805,0.0,0.0
Rifferswil,2005,803,4.0,4.981320049813201
Rifferswil,2006,813,2.0,2.4600246002460024
Rifferswil,2007,812,1.0,1.2315270935960592
Rifferswil,2008,845,1.0,1.183431952662722
Rifferswil,2009,876,6.0,6.8493150684931505
Rifferswil,2010,900,2.0,2.2222222222222223
Rifferswil,2011,933,2.0,2.1436227224008575
Rifferswil,2012,957,0.0,0.0
Rifferswil,2013,959,1.0,1.0427528675703859
Rifferswil,2014,999,0.0,0.0
Rifferswil,2015,1056,3.0,2.840909090909091
Rifferswil,2017,1096,2.0,1.8248175182481752
Rifferswil,2018,1122,1.0,0.8912655971479501
Rifferswil,2019,1129,1.0,0.8857395925597874
Rifferswil,2021,1151,3.0,2.6064291920069507
Stallikon,1990,2014,3.0,1.4895729890764648
Stallikon,1991,2150,9.0,4.186046511627907
Stallikon,1992,2186,9.0,4.117108874656907
Stallikon,1993,2295,4.0,1.7429193899782134
Stallikon,1994,2344,7.0,2.9863481228668944
Stallikon,1995,2414,6.0,2.4855012427506216
Stallikon,1996,2486,5.0,2.011263073209976
Stallikon,1997,2565,14.0,5.458089668615985
Stallikon,1998,2514,9.0,3.579952267303103
Stallikon,1999,2556,10.0,3.912363067292645
Stallikon,2000,2580,2.0,0.7751937984496124
Stallikon,2001,2795,4.0,1.4311270125223614
Stallikon,2002,2841,5.0,1.7599436818021823
Stallikon,2003,2851,6.0,2.104524728165556
Stallikon,2004,2837,7.0,2.4673951357067327
Stallikon,2005,2788,8.0,2.8694404591104736
Stallikon,2006,2778,12.0,4.319654427645789
Stallikon,2007,2811,3.0,1.0672358591248667
Stallikon,2008,2862,8.0,2.795248078266946
Stallikon,2009,3019,7.0,2.3186485591255384
Stallikon,2010,3160,9.0,2.848101265822785
Stallikon,2011,3265,8.0,2.450229709035222
Stallikon,2012,3297,10.0,3.033060357901122
Stallikon,2013,3321,9.0,2.710027100271003
Stallikon,2014,3290,5.0,1.5197568389057752
Stallikon,2015,3438,3.0,0.8726003490401396
Stallikon,2016,3629,10.0,2.7555800496004412
Stallikon,2017,3687,10.0,2.7122321670735015
Stallikon,2018,3676,6.0,1.632208922742111
Stallikon,2019,3753,3.0,0.7993605115907274
Stallikon,2020,3785,10.0,2.642007926023778
Stallikon,2021,3827,5.0,1.3065064018813692
Wettswil a.A.,1990,3438,10.0,2.9086678301337985
Wettswil a.A.,1991,3495,11.0,3.1473533619456364
Wettswil a.A.,1992,3482,9.0,2.5847214244686962
Wettswil a.A.,1993,3568,7.0,1.9618834080717489
Wettswil a.A.,1994,3515,9.0,2.5604551920341394
Wettswil a.A.,1995,3528,12.0,3.401360544217687
Wettswil a.A.,1996,3521,6.0,1.7040613462084635
Wettswil a.A.,1997,3483,5.0,1.4355440712029859
Wettswil a.A.,1998,3476,8.0,2.3014959723820483
Wettswil a.A.,1999,3683,14.0,3.8012489818083086
Wettswil a.A.,2000,3833,3.0,0.7826767545003913
Wettswil a.A.,2001,3923,12.0,3.0588835075197554
Wettswil a.A.,2002,4013,11.0,2.7410914527784698
Wettswil a.A.,2003,4043,8.0,1.978728666831561
Wettswil a.A.,2004,4074,12.0,2.945508100147275
Wettswil a.A.,2005,4251,15.0,3.5285815102328866
Wettswil a.A.,2006,4211,8.0,1.89978627404417
Wettswil a.A.,2007,4234,9.0,2.1256495040151155
Wettswil a.A.,2008,4329,10.0,2.31000231000231
Wettswil a.A.,2009,4449,11.0,2.4724657226342996
Wettswil a.A.,2010,4515,12.0,2.6578073089700998
Wettswil a.A.,2011,4589,11.0,2.3970363913706687
Wettswil a.A.,2012,4574,6.0,1.3117621337997378
Wettswil a.A.,2013,4633,10.0,2.158428663932657
Wettswil a.A.,2014,4711,12.0,2.547229887497347
Wettswil a.A.,2015,4920,8.0,1.6260162601626016
Wettswil a.A.,2016,5105,7.0,1.3712047012732616
Wettswil a.A.,2017,5097,11.0,2.158132234647832
Wettswil a.A.,2018,5172,12.0,2.320185614849188
Wettswil a.A.,2019,5235,10.0,1.9102196752626552
Wettswil a.A.,2020,5278,8.0,1.515725653656688
Wettswil a.A.,2021,5286,12.0,2.2701475595913734
Adlikon,1990,515,5.0,9.70873786407767
Adlikon,1991,521,7.0,13.435700575815739
Adlikon,1992,548,8.0,14.598540145985401
Adlikon,1993,560,0.0,0.0
Adlikon,1994,571,0.0,0.0
Adlikon,1995,560,1.0,1.7857142857142856
Adlikon,1996,552,2.0,3.6231884057971016
Adlikon,1997,562,0.0,0.0
Adlikon,1998,563,15.0,26.64298401420959
Adlikon,1999,586,12.0,20.477815699658702
Adlikon,2000,601,3.0,4.9916805324459235
Adlikon,2001,590,11.0,18.64406779661017
Adlikon,2002,599,9.0,15.025041736227045
Adlikon,2003,597,8.0,13.40033500837521
Adlikon,2004,579,10.0,17.271157167530223
Adlikon,2005,560,12.0,21.428571428571427
Adlikon,2006,558,9.0,16.129032258064516
Adlikon,2007,567,3.0,5.291005291005291
Adlikon,2008,571,1.0,1.7513134851138354
Adlikon,2009,579,2.0,3.454231433506045
Adlikon,2010,577,0.0,0.0
Adlikon,2011,579,0.0,0.0
Adlikon,2012,562,0.0,0.0
Adlikon,2013,573,3.0,5.235602094240838
Adlikon,2014,609,2.0,3.284072249589491
Adlikon,2015,662,2.0,3.0211480362537766
Adlikon,2016,662,2.0,3.0211480362537766
Adlikon,2017,655,3.0,4.580152671755726
Adlikon,2018,707,3.0,4.243281471004243
Adlikon,2019,694,2.0,2.881844380403458
Adlikon,2020,689,1.0,1.4513788098693758
Adlikon,2021,716,3.0,4.189944134078212
Benken,1990,617,1.0,1.6207455429497568
Benken,1991,641,1.0,1.5600624024960998
Benken,1992,642,0.0,0.0
Benken,1993,638,2.0,3.134796238244514
Benken,1994,652,1.0,1.5337423312883436
Benken,1995,687,4.0,5.822416302765648
Benken,1996,712,0.0,0.0
Benken,1997,744,4.0,5.376344086021506
Benken,1998,735,1.0,1.3605442176870748
Benken,1999,734,3.0,4.087193460490463
Benken,2000,705,1.0,1.4184397163120568
Benken,2001,711,0.0,0.0
Benken,2002,732,0.0,0.0
Benken,2003,726,0.0,0.0
Benken,2004,723,1.0,1.3831258644536653
Benken,2005,742,3.0,4.0431266846361185
Benken,2006,750,1.0,1.3333333333333333
Benken,2007,739,4.0,5.412719891745603
Benken,2008,751,2.0,2.663115845539281
Benken,2009,775,0.0,0.0
Benken,2010,799,2.0,2.5031289111389237
Benken,2011,819,3.0,3.663003663003663
Benken,2012,823,1.0,1.215066828675577
Benken,2013,828,3.0,3.6231884057971016
Benken,2014,824,1.0,1.2135922330097086
Benken,2015,859,0.0,0.0
Benken,2016,858,4.0,4.662004662004662
Benken,2017,857,1.0,1.1668611435239205
Benken,2021,846,3.0,3.5460992907801416
Berg a.I.,1990,474,0.0,0.0
Berg a.I.,1991,475,0.0,0.0
Berg a.I.,1992,500,1.0,2.0
Berg a.I.,1993,501,2.0,3.992015968063872
Berg a.I.,1994,508,0.0,0.0
Berg a.I.,1995,522,2.0,3.8314176245210727
Berg a.I.,1996,527,3.0,5.692599620493358
Berg a.I.,1997,553,0.0,0.0
Berg a.I.,1998,552,1.0,1.8115942028985508
Berg a.I.,1999,563,2.0,3.552397868561279
Berg a.I.,2000,580,0.0,0.0
Berg a.I.,2001,571,1.0,1.7513134851138354
Berg a.I.,2002,585,1.0,1.7094017094017093
Berg a.I.,2003,600,0.0,0.0
Berg a.I.,2004,598,0.0,0.0
Berg a.I.,2005,603,0.0,0.0
Berg a.I.,2006,562,0.0,0.0
Berg a.I.,2007,576,0.0,0.0
Berg a.I.,2008,580,2.0,3.4482758620689653
Berg a.I.,2009,593,0.0,0.0
Berg a.I.,2010,599,0.0,0.0
Berg a.I.,2011,586,1.0,1.7064846416382253
Berg a.I.,2012,587,3.0,5.110732538330494
Berg a.I.,2013,576,0.0,0.0
Berg a.I.,2014,579,0.0,0.0
Berg a.I.,2015,567,0.0,0.0
Berg a.I.,2018,569,2.0,3.51493848857645
Berg a.I.,2019,578,1.0,1.7301038062283738
Berg a.I.,2020,595,1.0,1.680672268907563
Berg a.I.,2021,591,1.0,1.6920473773265652
Buch a.I.,1990,565,2.0,3.5398230088495577
Buch a.I.,1991,577,1.0,1.7331022530329288
Buch a.I.,1992,604,1.0,1.6556291390728477
Buch a.I.,1993,643,1.0,1.5552099533437014
Buch a.I.,1994,690,0.0,0.0
Buch a.I.,1995,701,0.0,0.0
Buch a.I.,1996,694,2.0,2.881844380403458
Buch a.I.,1997,709,0.0,0.0
Buch a.I.,1998,704,2.0,2.840909090909091
Buch a.I.,1999,740,0.0,0.0
Buch a.I.,2000,739,0.0,0.0
Buch a.I.,2001,748,1.0,1.3368983957219251
Buch a.I.,2002,760,0.0,0.0
Buch a.I.,2003,764,1.0,1.3089005235602096
Buch a.I.,2004,789,1.0,1.2674271229404308
Buch a.I.,2005,797,3.0,3.764115432873275
Buch a.I.,2006,810,2.0,2.4691358024691357
Buch a.I.,2007,827,1.0,1.2091898428053203
Buch a.I.,2008,844,2.0,2.3696682464454977
Buch a.I.,2009,836,1.0,1.1961722488038278
