GEBIET_NAME,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE
Maschwanden,Scheidungen [Anz.],1998,0.0
Maschwanden,Scheidungen [Anz.],1999,0.0
Maschwanden,Scheidungen [Anz.],2000,1.0
Maschwanden,Scheidungen [Anz.],2001,1.0
Maschwanden,Scheidungen [Anz.],2002,0.0
Maschwanden,Scheidungen [Anz.],2003,0.0
Maschwanden,Scheidungen [Anz.],2004,0.0
Maschwanden,Scheidungen [Anz.],2005,3.0
Maschwanden,Scheidungen [Anz.],2006,1.0
Maschwanden,Scheidungen [Anz.],2007,3.0
Maschwanden,Scheidungen [Anz.],2008,4.0
Maschwanden,Scheidungen [Anz.],2009,0.0
Maschwanden,Scheidungen [Anz.],2010,2.0
Maschwanden,Scheidungen [Anz.],2011,2.0
Maschwanden,Scheidungen [Anz.],2012,0.0
Maschwanden,Scheidungen [Anz.],2013,1.0
Maschwanden,Scheidungen [Anz.],2014,1.0
Maschwanden,Scheidungen [Anz.],2015,3.0
Maschwanden,Scheidungen [Anz.],2016,2.0
Maschwanden,Scheidungen [Anz.],2017,3.0
Maschwanden,Scheidungen [Anz.],2018,1.0
Maschwanden,Scheidungen [Anz.],2019,
Maschwanden,Scheidungen [Anz.],2020,1.0
Maschwanden,Scheidungen [Anz.],2021,
Mettmenstetten,Scheidungen [Anz.],1990,5.0
Mettmenstetten,Scheidungen [Anz.],1991,2.0
Mettmenstetten,Scheidungen [Anz.],1992,5.0
Mettmenstetten,Scheidungen [Anz.],1993,5.0
Mettmenstetten,Scheidungen [Anz.],1994,14.0
Mettmenstetten,Scheidungen [Anz.],1995,5.0
Mettmenstetten,Scheidungen [Anz.],1996,4.0
Mettmenstetten,Scheidungen [Anz.],1997,7.0
Mettmenstetten,Scheidungen [Anz.],1998,9.0
Mettmenstetten,Scheidungen [Anz.],1999,13.0
Mettmenstetten,Scheidungen [Anz.],2000,4.0
Mettmenstetten,Scheidungen [Anz.],2001,5.0
Mettmenstetten,Scheidungen [Anz.],2002,8.0
Mettmenstetten,Scheidungen [Anz.],2003,5.0
Mettmenstetten,Scheidungen [Anz.],2004,9.0
Mettmenstetten,Scheidungen [Anz.],2005,11.0
Mettmenstetten,Scheidungen [Anz.],2006,9.0
Mettmenstetten,Scheidungen [Anz.],2007,5.0
Mettmenstetten,Scheidungen [Anz.],2008,7.0
Mettmenstetten,Scheidungen [Anz.],2009,10.0
Mettmenstetten,Scheidungen [Anz.],2010,12.0
Mettmenstetten,Scheidungen [Anz.],2011,7.0
Mettmenstetten,Scheidungen [Anz.],2012,9.0
Mettmenstetten,Scheidungen [Anz.],2013,4.0
Mettmenstetten,Scheidungen [Anz.],2014,8.0
Mettmenstetten,Scheidungen [Anz.],2015,10.0
Mettmenstetten,Scheidungen [Anz.],2016,13.0
Mettmenstetten,Scheidungen [Anz.],2017,11.0
Mettmenstetten,Scheidungen [Anz.],2018,7.0
Mettmenstetten,Scheidungen [Anz.],2019,12.0
Mettmenstetten,Scheidungen [Anz.],2020,4.0
Mettmenstetten,Scheidungen [Anz.],2021,9.0
Obfelden,Scheidungen [Anz.],1990,5.0
Obfelden,Scheidungen [Anz.],1991,10.0
Obfelden,Scheidungen [Anz.],1992,8.0
Obfelden,Scheidungen [Anz.],1993,8.0
Obfelden,Scheidungen [Anz.],1994,13.0
Obfelden,Scheidungen [Anz.],1995,6.0
Obfelden,Scheidungen [Anz.],1996,15.0
Obfelden,Scheidungen [Anz.],1997,12.0
Obfelden,Scheidungen [Anz.],1998,7.0
Obfelden,Scheidungen [Anz.],1999,5.0
Obfelden,Scheidungen [Anz.],2000,6.0
Obfelden,Scheidungen [Anz.],2001,13.0
Obfelden,Scheidungen [Anz.],2002,7.0
Obfelden,Scheidungen [Anz.],2003,2.0
Obfelden,Scheidungen [Anz.],2004,12.0
Obfelden,Scheidungen [Anz.],2005,9.0
Obfelden,Scheidungen [Anz.],2006,9.0
Obfelden,Scheidungen [Anz.],2007,10.0
Obfelden,Scheidungen [Anz.],2008,5.0
Obfelden,Scheidungen [Anz.],2009,4.0
Obfelden,Scheidungen [Anz.],2010,16.0
Obfelden,Scheidungen [Anz.],2011,12.0
Obfelden,Scheidungen [Anz.],2012,7.0
Obfelden,Scheidungen [Anz.],2013,9.0
Obfelden,Scheidungen [Anz.],2014,10.0
Obfelden,Scheidungen [Anz.],2015,4.0
Obfelden,Scheidungen [Anz.],2016,9.0
Obfelden,Scheidungen [Anz.],2017,11.0
Obfelden,Scheidungen [Anz.],2018,13.0
Obfelden,Scheidungen [Anz.],2019,11.0
Obfelden,Scheidungen [Anz.],2020,14.0
Obfelden,Scheidungen [Anz.],2021,12.0
Ottenbach,Scheidungen [Anz.],1990,7.0
Ottenbach,Scheidungen [Anz.],1991,5.0
Ottenbach,Scheidungen [Anz.],1992,5.0
Ottenbach,Scheidungen [Anz.],1993,3.0
Ottenbach,Scheidungen [Anz.],1994,4.0
Ottenbach,Scheidungen [Anz.],1995,7.0
Ottenbach,Scheidungen [Anz.],1996,8.0
Ottenbach,Scheidungen [Anz.],1997,3.0
Ottenbach,Scheidungen [Anz.],1998,4.0
Ottenbach,Scheidungen [Anz.],1999,8.0
Ottenbach,Scheidungen [Anz.],2000,5.0
Ottenbach,Scheidungen [Anz.],2001,4.0
Ottenbach,Scheidungen [Anz.],2002,5.0
Ottenbach,Scheidungen [Anz.],2003,3.0
Ottenbach,Scheidungen [Anz.],2004,6.0
Ottenbach,Scheidungen [Anz.],2005,11.0
Ottenbach,Scheidungen [Anz.],2006,6.0
Ottenbach,Scheidungen [Anz.],2007,6.0
Ottenbach,Scheidungen [Anz.],2008,4.0
Ottenbach,Scheidungen [Anz.],2009,8.0
