,Place,Year,Population,Divorces,Divorces p1k,Ø Taxable assets of natural persons [CHF 1k],Unemployed persons,Unemployed persons p1k,% SVP voters,Number of cattle,Number of cattle p1k,Bezügerquote,Birthrate,Church tax (millions),Church tax (millions) p1k,Number of kindergardeners p1k,Number of primary schoolers,Number of primary schoolers p1k,Number of secondary educationers,Number of secondary educationers p1k
7945,Mönchaltorf,1979,2704,,,,,,,,,,,,,,,,,
7946,Mönchaltorf,1980,2876,,,,,,,,,,,,,,,,,
7947,Mönchaltorf,1981,2966,,,,,,,,,,,,,,,,,
7948,Mönchaltorf,1982,3080,,,,,,,,,,,,,,,,,
7949,Mönchaltorf,1983,3191,,,,,,,,,,,,,,,,,
7950,Mönchaltorf,1984,3232,,,,,,,,,,,,,,,,,
7951,Mönchaltorf,1985,3302,,,,,,,1072.0,158.5329784087548,,,,,,,,,
7952,Mönchaltorf,1986,3324,,,,,,,,,,,,,,,,,
7953,Mönchaltorf,1987,3459,,,,,,,,,,,,,,,,,
7954,Mönchaltorf,1988,3484,,,,,,,,,,,,,,,,,
7955,Mönchaltorf,1989,3499,,,,,,,,,,,,,,,,,
7956,Mönchaltorf,1990,3479,4.0,1.1497556769186548,100.0,,,,959.0,141.9058893163658,,11.1,0.5,0.41356492969396197,34.3,345.0,0.13112884834663627,,
7957,Mönchaltorf,1991,3488,3.0,0.8600917431192661,111.0,5.0,0.12919896640826875,26.3,,,,10.9,0.5,0.4180602006688963,29.3,360.0,0.13457943925233645,,
7958,Mönchaltorf,1992,3449,2.0,0.5798782255726297,117.0,17.0,0.4333639237279494,,,,,9.5,0.6,0.5172413793103449,24.1,371.0,0.13283208020050125,,
7959,Mönchaltorf,1993,3416,5.0,1.4637002341920375,201.0,41.1,2.0147058823529416,,,,,6.7,0.6,0.4926108374384236,24.9,361.0,0.12948350071736012,,
7960,Mönchaltorf,1994,3400,10.0,2.941176470588235,205.0,40.3,1.9190476190476187,,,,,9.4,0.6,0.49710024855012425,20.5,344.0,0.12078651685393259,,
7961,Mönchaltorf,1995,3341,10.0,2.9931158335827597,209.0,35.6,1.6564302996463802,30.7,,,,5.9,0.7,0.5649717514124293,19.4,301.0,0.10400829302004147,,
7962,Mönchaltorf,1996,3267,10.0,3.0609121518212428,192.0,42.0,1.971830985915493,,865.0,127.93965389735246,,8.4,0.6,0.4594180704441041,19.5,277.0,0.09351789331532748,,
7963,Mönchaltorf,1997,3168,10.0,3.1565656565656566,201.0,57.3,2.609289617486339,,,,,6.4,0.6,0.4511278195488722,19.0,246.0,0.0799480012999675,,
7964,Mönchaltorf,1998,3144,13.0,4.134860050890585,188.0,48.3,1.9112060778727444,,,,,9.5,0.5,0.36258158085569253,14.2,221.0,0.07087876844130853,,
7965,Mönchaltorf,1999,3192,8.0,2.506265664160401,147.0,37.0,1.3709796946791168,36.1,,,,11.1,0.6,0.4261363636363636,14.6,211.0,0.06726171501434491,,
7966,Mönchaltorf,2000,3180,6.0,1.8867924528301887,226.0,27.4,0.9923221787628567,,715.0,104.36432637571158,,5.6,0.5,0.3455425017277125,15.7,186.0,0.058749210360075806,,
7967,Mönchaltorf,2001,3165,6.0,1.8957345971563981,247.0,25.7,0.8846206801597135,,,,,7.5,0.6,0.4048582995951417,14.5,174.0,0.05487228003784295,111.0,0.01245092540661806
7968,Mönchaltorf,2002,3168,8.0,2.5252525252525255,212.0,46.8,1.597051597051597,,,,,7.9,0.7,0.4648074369189906,15.2,174.0,0.054104477611940295,102.0,0.011364902506963788
7969,Mönchaltorf,2003,3209,8.0,2.4929884699283265,220.0,63.3,2.0974155069582503,34.5,,,,6.9,0.7,0.47074646940147946,20.2,187.0,0.0576271186440678,92.0,0.010306968406901188
7970,Mönchaltorf,2004,3178,6.0,1.8879798615481436,240.0,61.0,1.9787206435707798,,,,,8.1,0.6,0.39499670836076367,20.3,192.0,0.05741626794258373,88.0,0.009687362395420519
7971,Mönchaltorf,2005,3173,14.0,4.41222817522849,250.0,42.0,1.330292664386165,,647.0,92.90637564618036,,7.2,0.7,0.44108380592312535,16.7,198.0,0.05915745443680908,77.0,0.008421743410259214
7972,Mönchaltorf,2006,3226,5.0,1.5499070055796653,254.0,40.0,1.2461059190031152,,,,,7.2,0.6,0.37336652146857496,29.3,170.0,0.05031074282332051,78.0,0.008514354328130117
7973,Mönchaltorf,2007,3299,10.0,3.031221582297666,261.0,38.0,1.1337868480725624,39.2,627.0,91.41274238227147,,9.6,0.6,0.36900369003690037,33.5,167.0,0.04979129397734049,76.0,0.00806879711221998
7974,Mönchaltorf,2008,3396,7.0,2.061248527679623,268.0,27.0,0.8070301291248206,,586.0,83.66647629925757,,6.1,0.7,0.41249263406010606,35.2,172.0,0.05142002989536622,79.0,0.008373966504133983
7975,Mönchaltorf,2009,3431,11.0,3.2060623724861554,262.0,48.0,1.404494382022472,,593.0,83.74523372405028,,10.0,0.7,0.40768782760629,32.1,179.0,0.053480729011054676,81.0,0.008607863974495217
7976,Mönchaltorf,2010,3461,10.0,2.889338341519792,330.0,50.0,1.4397604238654687,,595.0,83.53221957040573,4.0,10.5,0.7,0.40415704387990764,18.1,237.0,0.0689755529685681,74.0,0.0077083333333333335
7977,Mönchaltorf,2011,3442,7.0,2.0337013364323067,292.0,41.0,1.1534998874634257,34.0,590.0,83.48662798924579,4.4,11.3,0.9,0.5202312138728324,17.3,228.0,0.06721698113207547,89.0,0.009026369168356998
7978,Mönchaltorf,2012,3439,14.0,4.070950857807502,313.0,50.0,1.354132813346333,,579.0,82.80892448512586,4.0,9.9,0.8,0.43431053203040176,17.4,223.0,0.06491994177583697,90.0,0.07785467128027682
7979,Mönchaltorf,2013,3459,2.0,0.5782017924255566,340.0,57.0,1.5234124438742784,,544.0,75.83995538826153,4.5,10.2,0.8,0.3900536323744515,19.2,224.0,0.06496519721577726,99.0,0.08505154639175258
7980,Mönchaltorf,2014,3618,7.0,1.9347705914870095,349.0,59.0,1.5673148443311018,,601.0,83.32178011922916,6.0,11.3,0.7,0.3275620028076743,20.5,227.0,0.06378196122506322,110.0,0.09556907037358818
7981,Mönchaltorf,2015,3670,4.0,1.0899182561307903,351.0,62.0,1.6319225100021058,33.1,568.0,76.96476964769649,5.6,9.4,0.8,0.35714285714285715,21.8,227.0,0.0615009482525061,106.0,0.0933920704845815
7982,Mönchaltorf,2016,3684,6.0,1.6286644951140066,353.0,61.4,1.6135814149059182,,555.0,73.78356819994681,,7.6,0.8,0.34393809114359414,24.0,224.0,0.060231244958322126,110.0,0.09632224168126094
7983,Mönchaltorf,2017,3715,5.0,1.3458950201884252,364.0,57.5,1.4899461028192371,,505.0,65.20335700451903,,11.7,0.7,0.2966101694915254,27.4,227.0,0.059799789251844045,104.0,0.08981001727115717
7984,Mönchaltorf,2018,3753,10.0,2.664535038635758,350.0,47.4,1.2172573189522342,,486.0,60.65901148277584,,7.3,0.6,0.25104602510460255,25.0,243.0,0.0633968171145317,106.0,0.09137931034482759
7985,Mönchaltorf,2019,3887,9.0,2.315410342166195,368.0,47.3,1.1787280701754386,33.0,532.0,65.51724137931035,,10.7,0.7,0.2903359601824969,26.9,259.0,0.06561945781606283,100.0,0.08417508417508418
7986,Mönchaltorf,2020,4078,9.0,2.2069641981363413,351.0,59.5,1.481426152773628,,559.0,67.60188656427621,,10.0,0.7,0.285132382892057,23.2,272.0,0.06742687159147248,97.0,0.07957342083675144
7987,Mönchaltorf,2021,4115,9.0,2.187120291616039,359.0,53.3,1.3144914669034231,,513.0,61.04236078058067,,9.1,0.7,0.2857142857142857,,,,,
7988,Schwerzenbach,1962,1279,,,,,,,,,,,,,,,,,
7989,Schwerzenbach,1963,1562,,,,,,,,,,,,,,,,,
7990,Schwerzenbach,1964,1646,,,,,,,,,,,,,,,,,
7991,Schwerzenbach,1965,1912,,,,,,,,,,,,,,,,,
7992,Schwerzenbach,1966,2241,,,,,,,,,,,,,,,,,
7993,Schwerzenbach,1967,2381,,,,,,,,,,,,,,,,,
7994,Schwerzenbach,1968,2512,,,,,,,,,,,,,,,,,
7995,Schwerzenbach,1969,2637,,,,,,,,,,,,,,,,,
7996,Schwerzenbach,1970,2665,,,,,,,,,,,,,,,,,
7997,Schwerzenbach,1971,2605,,,,,,,,,,,,,,,,,
7998,Schwerzenbach,1972,2661,,,,,,,,,,,,,,,,,
7999,Schwerzenbach,1973,2668,,,,,,,,,,,,,,,,,
8000,Schwerzenbach,1974,2611,,,,,,,,,,,,,,,,,
8001,Schwerzenbach,1975,2567,,,,,,,,,,,,,,,,,
8002,Schwerzenbach,1976,2569,,,,,,,,,,,,,,,,,
8003,Schwerzenbach,1977,2569,,,,,,,,,,,,,,,,,
8004,Schwerzenbach,1978,2617,,,,,,,,,,,,,,,,,
8005,Schwerzenbach,1979,2664,,,,,,,,,,,,,,,,,
8006,Schwerzenbach,1980,2797,,,,,,,,,,,,,,,,,
8007,Schwerzenbach,1981,2782,,,,,,,,,,,,,,,,,
8008,Schwerzenbach,1982,2809,,,,,,,,,,,,,,,,,
8009,Schwerzenbach,1983,2807,,,,,,,,,,,,,,,,,
8010,Schwerzenbach,1984,2788,,,,,,,,,,,,,,,,,
8011,Schwerzenbach,1985,2763,,,,,,,151.0,17.605223271540165,,,,,,,,,
8012,Schwerzenbach,1986,2701,,,,,,,,,,,,,,,,,
8013,Schwerzenbach,1987,3009,,,,,,,,,,,,,,,,,
8014,Schwerzenbach,1988,3249,,,,,,,,,,,,,,,,,
8015,Schwerzenbach,1989,3502,,,,,,,,,,,,,,,,,
8016,Schwerzenbach,1990,3634,11.0,3.026967528893781,130.0,,,,134.0,15.50746441384099,,16.0,0.6,0.23483365949119372,21.4,201.0,0.048433734939759034,,
8017,Schwerzenbach,1991,3711,7.0,1.8862840204796552,131.0,18.6,0.4621347644603459,19.9,,,,14.3,0.7,0.26455026455026454,22.6,230.0,0.05436067123611439,,
8018,Schwerzenbach,1992,3711,8.0,2.1557531662624627,143.0,37.5,0.9342301943198804,,,,,17.0,0.9,0.33975084937712347,24.3,216.0,0.049700874367234235,,
8019,Schwerzenbach,1993,3735,8.0,2.14190093708166,212.0,76.0,1.8922418085848023,,,,,12.9,0.8,0.29314767314034446,25.1,242.0,0.054272258353891004,,
8020,Schwerzenbach,1994,3764,10.0,2.656748140276302,220.0,79.2,1.9208381839348079,,,,,18.2,1.0,0.36218761318362913,24.4,253.0,0.05564108203210908,,
8021,Schwerzenbach,1995,4023,7.0,1.7399950285856327,223.0,66.8,1.6411163522012577,23.0,,,,13.3,1.1,0.3988397389412618,26.6,263.0,0.0575492341356674,,
8022,Schwerzenbach,1996,4086,13.0,3.181595692608908,209.0,85.8,2.081513828238719,,110.0,12.561379467854287,,14.2,0.8,0.2870470039468963,28.1,273.0,0.060092449922958396,,
8023,Schwerzenbach,1997,4096,14.0,3.41796875,215.0,100.6,2.431361175560711,,,,,14.9,0.9,0.31347962382445144,26.4,293.0,0.06414185639229422,,
8024,Schwerzenbach,1998,4092,11.0,2.688172043010753,222.0,70.6,1.65308607286691,,,,,14.9,0.9,0.3151260504201681,32.7,308.0,0.06635071090047394,,
8025,Schwerzenbach,1999,4099,15.0,3.659429129055867,248.0,58.4,1.31852253228574,30.9,,,,12.2,1.0,0.34293552812071326,32.3,320.0,0.06789730532569489,,
8026,Schwerzenbach,2000,4233,5.0,1.1811953697141506,326.0,48.8,1.093483911445729,,66.0,7.452574525745257,,16.3,1.1,0.3637566137566138,21.2,347.0,0.07303725531467059,,
8027,Schwerzenbach,2001,4270,21.0,4.918032786885246,313.0,43.3,0.9505619950825429,,,,,11.6,0.8,0.26203734032099574,27.4,350.0,0.07158928206177133,116.0,0.08529411764705883
8028,Schwerzenbach,2002,4272,12.0,2.8089887640449436,304.0,89.5,1.9458213757718064,,,,,9.1,0.9,0.29296875,24.8,343.0,0.06975798250966037,125.0,0.08741258741258741
8029,Schwerzenbach,2003,4238,13.0,3.067484662576687,295.0,110.4,2.330884215860147,32.1,,,,11.9,1.1,0.356102298478472,24.6,348.0,0.07053100932306446,121.0,0.0843205574912892
8030,Schwerzenbach,2004,4185,11.0,2.6284348864994027,297.0,105.0,2.1690629647992066,,,,,14.4,1.2,0.38597619813444833,22.9,321.0,0.06431576838308956,137.0,0.09370725034199727
8031,Schwerzenbach,2005,4158,15.0,3.6075036075036073,325.0,104.0,2.0883534136546182,,62.0,6.954570947840717,,11.0,1.1,0.6369426751592357,24.1,315.0,0.0638039295118493,132.0,0.0912863070539419
8032,Schwerzenbach,2006,4134,10.0,2.4189646831156266,309.0,84.0,1.6544552115339162,,,,,8.7,1.2,0.6857142857142857,22.1,299.0,0.060294414196410566,156.0,0.11126961483594865
8033,Schwerzenbach,2007,4426,14.0,3.1631269769543606,313.0,64.0,1.2271820831415863,34.4,80.0,8.913649025069638,,9.9,1.1,0.5844845908607864,20.3,291.0,0.2034965034965035,160.0,0.11510791366906475
8034,Schwerzenbach,2008,4408,12.0,2.722323049001815,309.0,66.0,1.2334604171338865,,78.0,8.738516692807528,,10.6,1.1,0.5268199233716476,19.7,299.0,0.20749479528105483,137.0,0.09799713876967096
8035,Schwerzenbach,2009,4506,13.0,2.8850421660008876,282.0,84.0,1.5394765779634925,,81.0,8.91677675033025,,11.3,1.1,0.5319148936170213,20.4,291.0,0.18570516911295468,130.0,0.09084556254367575
8036,Schwerzenbach,2010,4431,15.0,3.3852403520649967,304.0,99.0,1.8052516411378556,,77.0,8.421743410259214,7.3,12.2,1.3,0.5930656934306568,18.4,278.0,0.16940889701401585,122.0,0.08350444900752908
8037,Schwerzenbach,2011,4527,11.0,2.4298652529268834,305.0,80.0,1.4674590945777386,26.0,77.0,8.405195939307935,4.5,11.5,1.2,0.5244755244755245,15.1,281.0,0.149468085106383,114.0,0.07676767676767676
8038,Schwerzenbach,2012,4737,8.0,1.6888325944690732,319.0,85.0,1.5506421482778752,,83.0,8.811975793608664,6.1,10.6,1.2,0.4825090470446321,17.2,267.0,0.13107511045655376,120.0,0.07936507936507936
8039,Schwerzenbach,2013,4953,11.0,2.220876236624268,302.0,92.0,1.6515869596438317,,87.0,9.22196311214755,6.8,14.6,1.1,0.39711191335740076,19.6,275.0,0.11206193969030155,127.0,0.0818298969072165
8040,Schwerzenbach,2014,5003,7.0,1.3991605036977814,297.0,87.0,1.538298323785275,,97.0,10.30818278427205,7.1,12.1,1.0,0.3444712366517396,21.6,277.0,0.10845732184808145,127.0,0.08167202572347267
8041,Schwerzenbach,2015,5020,12.0,2.390438247011952,323.0,105.0,1.8417175331509157,30.0,83.0,8.645833333333334,6.4,12.6,1.0,0.34094783498124787,23.0,292.0,0.10288935870331219,118.0,0.07398119122257053
8042,Schwerzenbach,2016,5072,11.0,2.168769716088328,332.0,106.2,1.8101861321333608,,88.0,8.924949290060852,,11.2,1.2,0.36231884057971014,23.7,303.0,0.10093271152564957,122.0,0.07746031746031747
8043,Schwerzenbach,2017,5088,9.0,1.7688679245283019,337.0,101.0,1.711748356043658,,70.0,60.55363321799308,,12.0,1.3,0.3691084611016468,20.3,314.0,0.09902239041311889,122.0,0.07639323731997495
8044,Schwerzenbach,2018,5108,10.0,1.957713390759593,333.0,79.9,1.3494798000270236,,56.0,48.10996563573883,,12.6,1.4,0.3872752420470263,22.4,330.0,0.08285212151644489,120.0,0.07263922518159806
8045,Schwerzenbach,2019,5168,9.0,1.741486068111455,334.0,70.3,1.1737794697121484,27.2,64.0,55.60382276281494,,9.6,1.4,0.3758389261744966,24.9,331.0,0.07730032695002335,117.0,0.0675129832660127
8046,Schwerzenbach,2020,5183,7.0,1.3505691684352692,340.0,80.1,1.3520356491796637,,65.0,57.268722466960355,,12.0,1.3,0.3411178168459722,21.7,350.0,0.0792572463768116,139.0,0.0773511407902059
8047,Schwerzenbach,2021,5125,9.0,1.7560975609756098,364.0,73.1,1.2284062647039053,,68.0,59.5446584938704,,11.0,1.1,0.28118609406952966,,,,,
8048,Uster,1962,18730,,,,,,,,,,,,,,,,,
8049,Uster,1963,19629,,,,,,,,,,,,,,,,,
8050,Uster,1964,20186,,,,,,,,,,,,,,,,,
8051,Uster,1965,20214,,,,,,,,,,,,,,,,,
8052,Uster,1966,20799,,,,,,,,,,,,,,,,,
8053,Uster,1967,21087,,,,,,,,,,,,,,,,,
8054,Uster,1968,21565,,,,,,,,,,,,,,,,,
8055,Uster,1969,21864,,,,,,,,,,,,,,,,,
8056,Uster,1970,21819,,,,,,,,,,,,,,,,,
8057,Uster,1971,21706,,,,,,,,,,,,,,,,,
8058,Uster,1972,21730,,,,,,,,,,,,,,,,,
8059,Uster,1973,22005,,,,,,,,,,,,,,,,,
8060,Uster,1974,22158,,,,,,,,,,,,,,,,,
8061,Uster,1975,21985,,,,,,,,,,,,,,,,,
8062,Uster,1976,21886,,,,,,,,,,,,,,,,,
8063,Uster,1977,22193,,,,,,,,,,,,,,,,,
8064,Uster,1978,22484,,,,,,,,,,,,,,,,,
8065,Uster,1979,22678,,,,,,,,,,,,,,,,,
8066,Uster,1980,23297,,,,,,,,,,,,,,,,,
8067,Uster,1981,23526,,,,,,,,,,,,,,,,,
8068,Uster,1982,23830,,,,,,,,,,,,,,,,,
8069,Uster,1983,23927,,,,,,,,,,,,,,,,,
8070,Uster,1984,24145,,,,,,,,,,,,,,,,,
8071,Uster,1985,24488,,,,,,,1923.0,1660.621761658031,,,,,,,,,
8072,Uster,1986,24637,,,,,,,,,,,,,,,,,
8073,Uster,1987,24738,,,,,,,,,,,,,,,,,
8074,Uster,1988,24897,,,,,,,,,,,,,,,,,
8075,Uster,1989,25044,,,,,,,,,,,,,,,,,
8076,Uster,1990,24773,70.0,2.8256569652444194,146.0,,,,1664.0,1434.4827586206895,,10.5,3.8,0.9649568308786185,24.2,1798.0,0.3918918918918919,,
8077,Uster,1991,25012,53.0,2.118982888213657,141.0,127.5,7.430069930069931,19.2,,,,10.4,3.8,0.9528585757271816,21.8,1839.0,0.3844867238135062,,
8078,Uster,1992,25198,58.0,2.3017699817445827,149.0,329.8,19.07240342354846,,,,,10.9,4.3,1.075537768884442,20.9,1827.0,0.36812411847672777,,
8079,Uster,1993,25939,71.0,2.7371911022013187,206.0,606.5,32.2537757923846,,,,,11.1,4.6,1.1200389578767955,21.1,1872.0,0.3759036144578313,,
8080,Uster,1994,25689,60.0,2.3356300362022657,216.0,753.8,38.27950436725573,,,,,11.4,5.1,1.2369633761823915,21.7,1824.0,0.35877261998426435,,
8081,Uster,1995,26068,66.0,2.5318398035906093,205.0,657.5,29.14450354609929,24.6,,,,12.9,5.4,1.3138686131386863,22.7,1755.0,0.3362713163441272,,
8082,Uster,1996,26565,81.0,3.0491247882552233,206.0,728.3,29.794632629684173,,1669.0,1404.8821548821547,,11.8,5.2,1.3085052843482639,22.7,1791.0,0.33464125560538116,,
8083,Uster,1997,26858,68.0,2.5318340904013703,205.0,810.8,27.533279000271666,,,,,12.3,5.0,1.2680699974638598,22.2,1762.0,0.32922272047832585,,
8084,Uster,1998,27381,97.0,3.5426025346042875,213.0,653.3,21.3162359697207,,,,,12.0,4.8,1.2090680100755666,23.2,1762.0,0.326356732728283,,
8085,Uster,1999,27747,81.0,2.9192345118391176,211.0,524.2,15.392295043457835,31.4,,,,11.0,6.3,1.55902004454343,23.4,1827.0,0.3324235807860262,,
8086,Uster,2000,27762,40.0,1.4408183848425906,224.0,345.2,9.582500555185431,,1431.0,1173.913043478261,,12.1,6.3,1.529126213592233,23.3,1861.0,0.3356782106782107,,
8087,Uster,2001,28379,70.0,2.4666126361041614,229.0,314.6,8.267633764322506,,,,,12.0,5.8,1.3885563801771605,22.9,1964.0,0.35444865547735066,758.0,0.41488779419813904
8088,Uster,2002,28630,70.0,2.444987775061125,232.0,708.0,14.812955059000755,,,,,10.7,6.9,1.6106442577030813,22.2,2036.0,0.3535949982632859,757.0,0.4007411328745368
8089,Uster,2003,28714,64.0,2.22887789928258,229.0,978.5,19.042892729254245,30.8,,,,11.0,6.1,1.3978001833180567,22.0,1994.0,0.3470240167072746,735.0,0.38142189932537623
8090,Uster,2004,29321,84.0,2.864840899014358,222.0,939.0,17.71965579710145,,,,,10.3,6.0,1.362088535754824,21.2,2010.0,0.3441780821917808,773.0,0.38824711200401807
8091,Uster,2005,29730,99.0,3.3299697275479314,232.0,848.0,15.402499273467015,,1321.0,971.3235294117648,,10.6,6.3,1.3493253373313343,21.7,2002.0,0.33675357443229603,781.0,0.3960446247464503
8092,Uster,2006,30301,105.0,3.4652321705554274,239.0,697.0,12.143703393964737,,,,,10.1,6.6,1.4129736673089275,22.8,1959.0,0.33113590263691683,819.0,0.4004889975550122
8093,Uster,2007,30614,102.0,3.3318089762853598,256.0,550.0,9.23500570891262,31.3,1390.0,972.0279720279719,,11.4,6.4,1.3745704467353952,21.3,1947.0,0.3287185547864258,819.0,0.3975728155339806
8094,Uster,2008,31109,107.0,3.439519110225337,272.0,504.0,8.433734939759036,,1459.0,1016.7247386759582,,12.0,6.9,1.4336172865156867,22.1,1931.0,0.3262375401250211,873.0,0.4260614934114202
8095,Uster,2009,31503,93.0,2.952099800019046,261.0,730.0,11.965643849986888,,1380.0,943.9124487004103,,11.5,6.7,1.38658940397351,21.1,1908.0,0.3061126263436547,840.0,0.4059932334461092
8096,Uster,2010,32285,106.0,3.283258479169893,269.0,723.0,11.544357156543398,,1424.0,984.7856154910097,5.1,12.9,6.7,1.3774671052631577,19.8,2000.0,0.30156815440289503,842.0,0.3990521327014218
8097,Uster,2011,32547,70.0,2.1507358589117276,283.0,598.0,9.311160936721475,27.2,1412.0,1007.1326676176891,5.3,11.4,7.5,1.4889815366289458,20.9,1975.0,0.29061212477928194,785.0,0.3687177078440582
8098,Uster,2012,32710,83.0,2.5374503210027513,286.0,651.0,10.136397608370702,,1404.0,1010.0719424460432,5.3,11.2,6.4,1.2665743122897288,22.5,1977.0,0.2807042453499929,745.0,0.345707656612529
8099,Uster,2013,33048,76.0,2.299685306221254,293.0,641.0,9.893807495215164,,1377.0,984.9785407725323,6.0,11.4,6.9,1.3558655924543133,22.6,2013.0,0.2730972730972731,715.0,0.32338308457711445
8100,Uster,2014,33383,67.0,2.0070095557619148,304.0,608.0,9.218825812712277,,1446.0,1010.4821802935011,6.3,11.3,6.6,1.3035749555599445,22.5,2013.0,0.26782863225119746,764.0,0.3435251798561151
8101,Uster,2015,33853,75.0,2.2154609635778217,321.0,712.0,10.702260702260702,27.7,1438.0,984.2573579739903,6.1,11.7,6.3,1.1979463776383343,23.1,2083.0,0.2715775749674055,793.0,0.3538598839803659
8102,Uster,2016,34216,67.0,1.9581482347439794,321.0,771.0,11.595379895325754,,1319.0,888.2154882154882,,11.8,6.4,1.204592508940335,23.0,2116.0,0.27710843373493976,822.0,0.368609865470852
8103,Uster,2017,34442,54.0,1.5678532024853375,329.0,715.5,10.355158040986455,,1344.0,888.8888888888888,,10.3,6.5,1.216089803554724,21.7,2208.0,0.2865671641791045,808.0,0.3628199371351594
8104,Uster,2018,34647,67.0,1.93378936127226,339.0,532.8,7.727114514444831,,1397.0,900.1288659793814,,10.0,6.4,1.1829944547134936,23.4,2232.0,0.2895317161758983,821.0,0.36456483126110123
8105,Uster,2019,34986,67.0,1.915051734979706,343.0,454.3,6.482591324200913,24.6,1277.0,821.2218649517686,,10.2,6.6,1.2019668548533964,22.5,2273.0,0.2933281713769519,826.0,0.362280701754386
8106,Uster,2020,35295,62.0,1.7566227510978891,358.0,546.6,7.6619007569386035,,1312.0,822.5705329153606,,9.4,7.0,1.2567324955116697,22.0,2300.0,0.296086508753862,840.0,0.3669724770642202
8107,Uster,2021,35508,80.0,2.253013405429762,370.0,547.4,7.7107279693486594,,1272.0,807.6190476190476,,10.3,7.5,1.2794268167860798,,,,,
8108,Volketswil,1962,2204,,,,,,,,,,,,,,,,,
8109,Volketswil,1963,2373,,,,,,,,,,,,,,,,,
8110,Volketswil,1964,2531,,,,,,,,,,,,,,,,,
8111,Volketswil,1965,2593,,,,,,,,,,,,,,,,,
8112,Volketswil,1966,2826,,,,,,,,,,,,,,,,,
8113,Volketswil,1967,3274,,,,,,,,,,,,,,,,,
8114,Volketswil,1968,4377,,,,,,,,,,,,,,,,,
8115,Volketswil,1969,6043,,,,,,,,,,,,,,,,,
8116,Volketswil,1970,7473,,,,,,,,,,,,,,,,,
8117,Volketswil,1971,8235,,,,,,,,,,,,,,,,,
8118,Volketswil,1972,8718,,,,,,,,,,,,,,,,,
8119,Volketswil,1973,9302,,,,,,,,,,,,,,,,,
8120,Volketswil,1974,9724,,,,,,,,,,,,,,,,,
8121,Volketswil,1975,9770,,,,,,,,,,,,,,,,,
8122,Volketswil,1976,9774,,,,,,,,,,,,,,,,,
8123,Volketswil,1977,9965,,,,,,,,,,,,,,,,,
8124,Volketswil,1978,10039,,,,,,,,,,,,,,,,,
8125,Volketswil,1979,9958,,,,,,,,,,,,,,,,,
8126,Volketswil,1980,9955,,,,,,,,,,,,,,,,,
8127,Volketswil,1981,10101,,,,,,,,,,,,,,,,,
8128,Volketswil,1982,10245,,,,,,,,,,,,,,,,,
8129,Volketswil,1983,10377,,,,,,,,,,,,,,,,,
8130,Volketswil,1984,10532,,,,,,,,,,,,,,,,,
8131,Volketswil,1985,10822,,,,,,,987.0,618.0338134001252,,,,,,,,,
8132,Volketswil,1986,11295,,,,,,,,,,,,,,,,,
8133,Volketswil,1987,11585,,,,,,,,,,,,,,,,,
8134,Volketswil,1988,11867,,,,,,,,,,,,,,,,,
8135,Volketswil,1989,12040,,,,,,,,,,,,,,,,,
8136,Volketswil,1990,12089,29.0,2.3988750103399785,145.0,,,,865.0,523.6077481840193,,14.5,1.9,0.31777889279143673,22.8,843.0,0.10449981405727037,,
8137,Volketswil,1991,12185,45.0,3.693065244152647,126.0,33.1,0.4656986887275593,28.5,,,,14.3,2.2,0.36303630363036304,21.7,826.0,0.09978255617298865,,
8138,Volketswil,1992,12198,43.0,3.5251680603377604,133.0,131.6,1.8527904488370783,,,,,14.9,2.2,0.3405572755417957,20.8,823.0,0.09789461163316283,,
8139,Volketswil,1993,12276,38.0,3.0954708374063213,206.0,279.1,3.731482967003583,,,,,13.8,2.5,0.3769601930036188,21.7,885.0,0.10380014074595355,,
8140,Volketswil,1994,12508,41.0,3.2779021426287174,224.0,295.5,3.7130579010856457,,,,,13.3,2.6,0.3829724554426278,23.4,886.0,0.1030951826855946,,
8141,Volketswil,1995,12827,42.0,3.2743431823497313,211.0,275.2,3.374534039631156,31.2,,,,14.9,2.9,0.41786743515850144,22.6,866.0,0.09942594718714122,,
8142,Volketswil,1996,13075,41.0,3.135755258126195,198.0,288.2,3.410005206114819,,752.0,433.92960184650894,,11.8,2.8,0.402067777139575,26.0,893.0,0.10096099491237988,,
8143,Volketswil,1997,13234,44.0,3.3247695330210068,196.0,356.7,4.032695699362366,,,,,14.8,2.6,0.3668171557562077,27.0,896.0,0.09924678777137794,,
8144,Volketswil,1998,13312,48.0,3.605769230769231,218.0,314.5,3.487005499379103,,,,,13.1,2.6,0.3607103218645949,25.0,966.0,0.10632911392405063,,
8145,Volketswil,1999,13519,47.0,3.476588505066943,224.0,241.5,2.6238591916558014,41.1,,,,13.4,3.4,0.4618937644341801,26.4,1032.0,0.112565445026178,,
8146,Volketswil,2000,14005,30.0,2.1420921099607284,238.0,122.9,1.3412345032303126,,606.0,337.228714524207,,12.8,3.6,0.4832863471606927,25.7,1069.0,0.11634740966478015,,
8147,Volketswil,2001,14238,37.0,2.5986795898300326,242.0,144.5,1.5628379839930782,,,,,11.4,3.2,7.785888077858881,25.8,1111.0,0.1201340830449827,398.0,0.17456140350877192
8148,Volketswil,2002,14331,45.0,3.1400460540087924,226.0,309.8,3.3488995546331126,,,,,12.8,3.7,8.604651162790699,25.1,1112.0,0.11905781584582441,419.0,0.18083728959861892
